,Dangerous,Location_x,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,humidity,precipMM,pressure,tempC,winddirDegree,windspeedKmph,maxtempC_1,mintempC_1,totalSnow_cm_1,sunHour_1,uvIndex_1,maxtempC_2,mintempC_2,totalSnow_cm_2,sunHour_2,uvIndex_2,maxtempC_3,mintempC_3,totalSnow_cm_3,sunHour_3,uvIndex_3
122,True,3,3,-7,2.0,4.9,1,-2,-7,0,-7,60,87,24.8,1002,3,203,42,2.0,-1.0,0.0,4.9,1.0,0.0,-5.0,0.0,9.9,1.0,-3.0,-7.0,1.0,9.9,1.0
123,True,3,2,-1,0.0,4.9,1,-1,-6,1,-6,59,89,13.6,1006,2,156,40,0.0,-5.0,0.0,9.9,1.0,-3.0,-7.0,1.0,9.9,1.0,5.0,-3.0,0.0,9.9,2.0
124,False,1,0,-7,5.5,6.5,1,-4,-7,-3,-7,15,91,6.5,1006,0,143,9,1.0,-5.0,0.4,4.9,1.0,-3.0,-11.0,2.1,4.9,1.0,2.0,-8.0,3.0,6.6,1.0
125,False,1,1,-5,0.4,4.9,1,-8,-5,-2,-5,15,77,0.6,1004,1,115,8,-3.0,-11.0,2.1,4.9,1.0,2.0,-8.0,3.0,6.6,1.0,7.0,-3.0,0.0,9.8,2.0
126,False,3,5,-3,0.0,9.9,2,-8,-4,1,-4,29,55,0.9,1006,5,200,19,6.0,-1.0,0.0,9.9,2.0,5.0,-1.0,0.0,9.9,2.0,4.0,0.0,0.3,6.6,1.0
127,False,0,-2,-10,0.6,6.9,1,-15,-7,-4,-7,16,47,0.9,1018,-2,221,12,1.0,-11.0,0.5,10.8,2.0,1.0,-6.0,1.4,5.4,1.0,12.0,1.0,0.0,10.8,3.0
128,False,1,13,2,0.0,7.2,2,3,5,7,5,19,76,15.2,1013,13,195,12,10.0,2.0,0.0,8.3,2.0,10.0,3.0,0.0,8.3,2.0,11.0,0.0,0.0,8.3,2.0
129,False,1,13,2,0.0,7.2,2,3,5,7,5,19,76,15.2,1013,13,195,12,10.0,2.0,0.0,8.3,2.0,10.0,3.0,0.0,8.3,2.0,11.0,0.0,0.0,8.3,2.0
130,True,1,13,2,0.0,7.2,2,3,5,7,5,19,76,15.2,1013,13,195,12,10.0,2.0,0.0,8.3,2.0,10.0,3.0,0.0,8.3,2.0,11.0,0.0,0.0,8.3,2.0
131,True,1,10,2,0.0,8.3,2,2,5,6,5,11,77,17.1,1006,10,205,7,10.0,3.0,0.0,8.3,2.0,11.0,0.0,0.0,8.3,2.0,13.0,2.0,0.0,7.2,2.0
132,True,1,10,3,0.0,8.3,2,2,4,5,4,7,78,13.5,1004,10,315,5,11.0,0.0,0.0,8.3,2.0,13.0,2.0,0.0,7.2,2.0,11.0,2.0,0.0,7.2,2.0
133,False,1,10,-4,0.0,11.6,3,-2,2,4,2,11,67,0.0,1020,10,321,7,7.0,2.0,0.0,8.0,2.0,8.0,4.0,0.0,6.8,2.0,9.0,-1.0,0.0,6.8,1.0
134,False,1,7,2,0.0,8.0,2,1,3,5,3,11,79,10.1,1007,7,267,7,8.0,4.0,0.0,6.8,2.0,9.0,-1.0,0.0,6.8,1.0,9.0,-4.0,0.2,9.2,1.0
135,True,1,7,2,0.0,8.0,2,1,3,5,3,11,79,10.1,1007,7,267,7,8.0,4.0,0.0,6.8,2.0,9.0,-1.0,0.0,6.8,1.0,9.0,-4.0,0.2,9.2,1.0
136,False,3,12,7,0.0,10.3,2,-3,7,9,7,33,43,0.4,1007,12,191,23,16.0,6.0,0.0,11.6,4.0,15.0,2.0,0.0,11.6,3.0,8.0,1.0,0.4,11.6,1.0
137,True,1,9,-1,0.0,6.8,1,-1,1,3,1,15,70,10.8,1010,9,154,9,9.0,-4.0,0.2,9.2,1.0,7.0,-1.0,0.4,6.8,1.0,5.0,-1.0,3.4,6.7,1.0
138,True,1,9,-4,0.2,9.2,1,-4,1,3,1,8,63,0.3,1017,9,245,5,7.0,-1.0,0.4,6.8,1.0,5.0,-1.0,3.4,6.7,1.0,2.0,-4.0,14.8,6.7,1.0
139,False,1,9,-4,0.2,9.2,1,-4,1,3,1,8,63,0.3,1017,9,245,5,7.0,-1.0,0.4,6.8,1.0,5.0,-1.0,3.4,6.7,1.0,2.0,-4.0,14.8,6.7,1.0
140,False,1,7,-1,0.4,6.8,1,-4,1,2,1,8,64,2.8,1012,7,288,6,5.0,-1.0,3.4,6.7,1.0,2.0,-4.0,14.8,6.7,1.0,11.0,3.0,0.0,7.9,2.0
141,False,3,5,-2,0.8,11.6,2,-5,-4,1,-4,33,64,0.9,1009,5,324,26,2.0,-1.0,0.6,7.8,1.0,18.0,10.0,0.0,7.8,3.0,18.0,7.0,0.0,11.6,4.0
142,False,1,2,-4,14.8,6.7,1,-1,-3,1,-3,18,87,17.4,1010,2,313,16,11.0,3.0,0.0,7.9,2.0,18.0,2.0,0.0,11.6,4.0,15.0,-1.0,0.0,7.6,2.0
143,True,1,11,3,0.0,7.9,2,0,4,7,4,17,65,9.2,1009,11,328,12,18.0,2.0,0.0,11.6,4.0,15.0,-1.0,0.0,7.6,2.0,11.0,6.0,0.0,6.3,2.0
144,True,1,15,2,0.0,10.3,3,-1,7,9,7,17,53,0.7,1009,15,191,12,15.0,-1.0,0.0,11.6,3.0,10.0,1.0,0.0,7.6,2.0,9.0,0.0,0.0,7.6,2.0
145,False,1,10,1,0.0,7.6,2,1,4,6,4,9,76,7.0,1011,10,295,6,9.0,0.0,0.0,7.6,2.0,12.0,-3.0,0.0,11.6,3.0,9.0,-3.0,0.0,11.6,2.0
146,False,1,9,-3,0.0,11.6,2,-7,2,3,2,9,49,0.1,1026,9,250,6,7.0,-3.0,0.0,8.9,1.0,5.0,0.0,3.0,6.2,1.0,11.0,2.0,0.0,7.5,2.0
147,False,1,7,-3,0.0,8.9,1,-4,1,2,1,8,62,0.9,1027,7,274,6,5.0,0.0,3.0,6.2,1.0,11.0,2.0,0.0,7.5,2.0,17.0,0.0,0.0,7.5,2.0
148,False,1,7,-3,0.0,8.9,1,-4,1,2,1,8,62,0.9,1027,7,274,6,5.0,0.0,3.0,6.2,1.0,11.0,2.0,0.0,7.5,2.0,17.0,0.0,0.0,7.5,2.0
149,False,1,5,0,3.0,6.2,1,-2,0,3,0,9,73,4.7,1021,5,289,8,11.0,2.0,0.0,7.5,2.0,17.0,0.0,0.0,7.5,2.0,16.0,-2.0,0.0,7.5,2.0
150,False,1,5,0,3.0,6.2,1,-2,0,3,0,9,73,4.7,1021,5,289,8,11.0,2.0,0.0,7.5,2.0,17.0,0.0,0.0,7.5,2.0,16.0,-2.0,0.0,7.5,2.0
151,False,1,5,0,3.0,6.2,1,-2,0,3,0,9,73,4.7,1021,5,289,8,11.0,2.0,0.0,7.5,2.0,17.0,0.0,0.0,7.5,2.0,16.0,-2.0,0.0,7.5,2.0
152,True,1,16,-2,0.0,7.5,2,-7,4,7,4,20,41,0.0,1018,16,175,12,12.0,-5.0,0.0,11.6,2.0,6.0,-1.0,0.0,6.1,1.0,9.0,-1.0,0.0,6.1,2.0
153,False,1,6,-1,0.0,6.1,1,0,2,4,2,11,77,10.1,1020,6,295,8,9.0,-1.0,0.0,6.1,2.0,5.0,2.0,0.6,7.5,1.0,8.0,0.0,0.0,8.8,1.0
154,False,1,6,-1,0.0,6.1,1,0,2,4,2,11,77,10.1,1020,6,295,8,9.0,-1.0,0.0,6.1,2.0,5.0,2.0,0.6,7.5,1.0,8.0,0.0,0.0,8.8,1.0
155,False,1,6,-1,0.0,6.1,1,0,2,4,2,11,77,10.1,1020,6,295,8,9.0,-1.0,0.0,6.1,2.0,5.0,2.0,0.6,7.5,1.0,8.0,0.0,0.0,8.8,1.0
156,False,1,6,-1,0.0,6.1,1,0,2,4,2,11,77,10.1,1020,6,295,8,9.0,-1.0,0.0,6.1,2.0,5.0,2.0,0.6,7.5,1.0,8.0,0.0,0.0,8.8,1.0
157,False,2,0,-2,9.3,6.1,1,-3,-5,-1,-5,20,83,10.9,1014,0,186,14,4.0,-3.0,0.8,8.8,1.0,6.0,-3.0,0.1,10.2,1.0,6.0,-4.0,0.0,11.6,2.0
158,False,1,8,-6,0.0,11.6,2,-5,0,2,0,8,66,0.0,1028,8,261,5,4.0,-10.0,0.0,11.6,2.0,2.0,-6.0,3.7,6.0,1.0,-2.0,-9.0,7.4,6.0,1.0
159,True,2,1,-10,0.0,11.6,2,-10,-8,-4,-8,14,66,0.0,1027,1,79,9,-3.0,-12.0,0.7,6.0,1.0,-8.0,-11.0,19.6,6.0,1.0,2.0,-11.0,14.3,10.2,1.0
160,True,2,1,-10,0.0,11.6,2,-10,-8,-4,-8,14,66,0.0,1027,1,79,9,-3.0,-12.0,0.7,6.0,1.0,-8.0,-11.0,19.6,6.0,1.0,2.0,-11.0,14.3,10.2,1.0
161,True,1,2,-6,3.7,6.0,1,-6,-5,-1,-5,10,72,4.6,1028,2,312,9,-2.0,-9.0,7.4,6.0,1.0,4.0,-5.0,0.0,11.6,2.0,6.0,-2.0,0.1,10.2,1.0
162,False,1,-2,-9,7.4,6.0,1,-4,-7,-2,-7,17,77,8.7,1014,-2,305,12,4.0,-5.0,0.0,11.6,2.0,6.0,-2.0,0.1,10.2,1.0,5.0,-4.0,1.3,7.3,1.0
163,False,4,10,5,0.0,8.7,2,0,5,7,5,19,63,3.0,1011,10,210,13,8.0,1.0,0.0,5.7,2.0,11.0,-2.0,0.0,11.3,2.0,6.0,-1.0,0.0,11.3,2.0
164,True,2,-1,-5,1.5,5.9,1,-4,-8,-2,-8,23,90,1.9,1013,-1,228,18,-1.0,-6.0,22.6,5.9,1.0,0.0,-11.0,1.5,10.2,1.0,-1.0,-9.0,4.7,8.7,1.0
165,True,1,7,4,0.0,7.3,2,2,4,7,4,13,75,25.0,1011,7,210,12,7.0,-1.0,0.0,5.9,2.0,6.0,-5.0,0.0,8.7,1.0,3.0,-6.0,0.0,11.6,2.0
166,False,1,3,-6,0.0,11.6,2,-6,-4,0,-4,6,67,0.0,1022,3,235,8,5.0,-4.0,9.4,7.3,1.0,4.0,-3.0,7.2,5.8,1.0,6.0,-4.0,0.6,5.6,1.0
167,False,1,3,-6,0.0,11.6,2,-6,-4,0,-4,6,67,0.0,1022,3,235,8,5.0,-4.0,9.4,7.3,1.0,4.0,-3.0,7.2,5.8,1.0,6.0,-4.0,0.6,5.6,1.0
168,False,1,5,-4,9.4,7.3,1,-1,-1,2,-1,7,78,11.1,1017,5,328,9,4.0,-3.0,7.2,5.8,1.0,6.0,-4.0,0.6,5.6,1.0,7.0,3.0,0.0,5.6,2.0
169,False,1,5,-4,9.4,7.3,1,-1,-1,2,-1,7,78,11.1,1017,5,328,9,4.0,-3.0,7.2,5.8,1.0,6.0,-4.0,0.6,5.6,1.0,7.0,3.0,0.0,5.6,2.0
170,False,1,8,3,1.1,5.6,2,-3,2,6,2,25,52,2.1,1015,8,151,26,6.0,1.0,3.4,7.1,1.0,4.0,-6.0,0.0,11.0,1.0,-1.0,-10.0,0.2,10.1,1.0
171,False,1,8,3,1.1,5.6,2,-3,2,6,2,25,52,2.1,1015,8,151,26,6.0,1.0,3.4,7.1,1.0,4.0,-6.0,0.0,11.0,1.0,-1.0,-10.0,0.2,10.1,1.0
172,False,0,-7,-17,0.4,7.0,1,-16,-16,-12,-16,11,69,0.6,1017,-7,201,7,-5.0,-14.0,1.3,7.0,1.0,-4.0,-11.0,3.3,7.0,1.0,-4.0,-13.0,1.5,7.0,1.0
173,False,1,-2,-8,3.1,5.5,1,-10,-10,-5,-10,12,67,3.6,1014,-2,167,13,-5.0,-9.0,2.2,8.5,1.0,-3.0,-7.0,1.4,8.5,1.0,-1.0,-5.0,1.9,5.4,1.0
174,True,1,-1,-5,1.9,5.4,1,-7,-6,-3,-6,13,72,2.4,1018,-1,217,9,-1.0,-3.0,6.0,8.5,1.0,5.0,1.0,7.1,8.5,1.0,7.0,3.0,6.2,5.4,2.0
175,True,1,-1,-3,6.0,8.5,1,-6,-6,-2,-6,9,71,7.1,1015,-1,273,9,5.0,1.0,7.1,8.5,1.0,7.0,3.0,6.2,5.4,2.0,3.0,1.0,16.2,5.2,1.0
176,True,3,3,-6,7.1,8.4,1,-3,-3,1,-3,29,78,9.7,1010,3,184,13,2.0,0.0,11.8,5.2,1.0,0.0,-7.0,0.8,6.8,1.0,-2.0,-14.0,0.0,10.4,2.0
177,True,1,7,3,6.2,5.4,2,1,1,5,1,33,73,17.1,1004,7,145,26,3.0,1.0,16.2,5.2,1.0,2.0,-8.0,0.0,10.3,2.0,-2.0,-8.0,2.0,10.0,1.0
178,False,1,7,3,6.2,5.4,2,1,1,5,1,33,73,17.1,1004,7,145,26,3.0,1.0,16.2,5.2,1.0,2.0,-8.0,0.0,10.3,2.0,-2.0,-8.0,2.0,10.0,1.0
179,False,1,7,3,6.2,5.4,2,1,1,5,1,33,73,17.1,1004,7,145,26,3.0,1.0,16.2,5.2,1.0,2.0,-8.0,0.0,10.3,2.0,-2.0,-8.0,2.0,10.0,1.0
180,False,1,7,3,6.2,5.4,2,1,1,5,1,33,73,17.1,1004,7,145,26,3.0,1.0,16.2,5.2,1.0,2.0,-8.0,0.0,10.3,2.0,-2.0,-8.0,2.0,10.0,1.0
181,False,1,7,3,6.2,5.4,2,1,1,5,1,33,73,17.1,1004,7,145,26,3.0,1.0,16.2,5.2,1.0,2.0,-8.0,0.0,10.3,2.0,-2.0,-8.0,2.0,10.0,1.0
182,False,3,2,0,11.8,5.2,1,-2,-5,1,-5,33,81,13.9,1005,2,170,23,0.0,-7.0,0.8,6.8,1.0,-2.0,-14.0,0.0,10.4,2.0,-5.0,-9.0,5.1,8.4,1.0
183,True,1,2,-2,9.9,6.8,1,-6,-6,0,-6,27,67,11.7,1010,2,177,25,0.0,-7.0,2.0,8.4,1.0,-2.0,-12.0,0.0,10.2,2.0,-6.0,-11.0,1.9,10.2,1.0
184,False,1,-2,-12,0.0,10.2,2,-14,-10,-6,-10,18,56,0.0,1025,-2,146,9,-6.0,-11.0,1.9,10.2,1.0,-5.0,-7.0,8.7,5.1,1.0,1.0,-2.0,14.2,5.1,1.0
185,False,1,-2,-12,0.0,10.2,2,-14,-10,-6,-10,18,56,0.0,1025,-2,146,9,-6.0,-11.0,1.9,10.2,1.0,-5.0,-7.0,8.7,5.1,1.0,1.0,-2.0,14.2,5.1,1.0
186,True,2,-5,-22,0.0,10.8,2,-19,-17,-13,-17,15,71,0.0,1023,-5,136,8,-8.0,-20.0,0.0,10.7,2.0,-12.0,-15.0,12.4,6.9,1.0,-7.0,-7.0,21.4,5.1,1.0
187,True,2,-8,-20,0.0,10.7,2,-17,-19,-14,-19,16,78,0.1,1028,-8,308,9,-12.0,-15.0,12.4,6.9,1.0,-7.0,-7.0,21.4,5.1,1.0,-6.0,-10.0,9.9,5.1,1.0
188,True,1,1,-2,14.2,5.1,1,-3,-5,0,-5,22,84,17.8,1003,1,201,20,6.0,5.0,6.6,6.7,2.0,5.0,3.0,6.0,5.1,1.0,7.0,2.0,0.0,6.7,2.0
189,True,3,1,-5,0.0,10.0,1,-5,-7,-2,-7,38,81,0.5,1010,1,187,13,2.0,-1.0,3.1,8.4,1.0,2.0,-5.0,0.0,10.2,2.0,3.0,-9.0,0.0,10.2,2.0
190,True,1,6,5,6.6,6.7,2,-1,1,6,1,24,64,12.3,1003,6,184,29,5.0,3.0,6.0,5.1,1.0,7.0,2.0,0.0,6.7,2.0,4.0,-3.0,0.0,10.1,2.0
191,True,1,5,3,6.0,5.1,1,1,1,5,1,25,71,16.4,1003,5,190,22,7.0,2.0,0.0,6.7,2.0,4.0,-3.0,0.0,10.1,2.0,2.0,-5.0,0.0,10.1,2.0
192,False,1,7,2,0.0,6.7,2,-1,2,6,2,24,62,3.4,1009,7,140,18,4.0,-3.0,0.0,10.1,2.0,2.0,-5.0,0.0,10.1,2.0,1.0,-7.0,0.0,10.0,2.0
193,True,1,-2,-6,0.8,8.3,1,-5,-5,-3,-5,9,80,0.9,1031,-2,189,5,-1.0,-6.0,4.3,6.6,1.0,-1.0,-8.0,4.2,4.9,1.0,-4.0,-9.0,1.8,4.9,1.0
194,False,1,-4,-9,1.8,4.9,1,-8,-8,-5,-8,12,81,2.2,1032,-4,319,8,3.0,-4.0,7.9,4.9,1.0,7.0,0.0,0.0,9.8,1.0,2.0,-3.0,1.8,9.8,1.0
195,True,1,3,-4,7.9,4.9,1,-2,-3,1,-3,20,79,9.3,1010,3,291,16,7.0,0.0,0.0,9.8,1.0,2.0,-3.0,1.8,9.8,1.0,1.0,-1.0,9.2,6.6,1.0
196,False,1,3,-4,7.9,4.9,1,-2,-3,1,-3,20,79,9.3,1010,3,291,16,7.0,0.0,0.0,9.8,1.0,2.0,-3.0,1.8,9.8,1.0,1.0,-1.0,9.2,6.6,1.0
197,False,1,2,-3,1.8,9.8,1,-4,-3,0,-3,14,74,2.1,1030,2,157,9,1.0,-1.0,9.2,6.6,1.0,6.0,4.0,6.2,4.9,2.0,4.0,0.0,12.6,9.8,1.0
198,True,1,2,-3,1.8,9.8,1,-4,-3,0,-3,14,74,2.1,1030,2,157,9,1.0,-1.0,9.2,6.6,1.0,6.0,4.0,6.2,4.9,2.0,4.0,0.0,12.6,9.8,1.0
199,True,1,2,-3,1.8,9.8,1,-4,-3,0,-3,14,74,2.1,1030,2,157,9,1.0,-1.0,9.2,6.6,1.0,6.0,4.0,6.2,4.9,2.0,4.0,0.0,12.6,9.8,1.0
200,True,3,-1,-5,0.3,8.3,1,-3,-8,-3,-8,24,95,0.3,1019,-1,174,13,-1.0,-6.0,2.1,8.3,1.0,-1.0,-6.0,3.0,5.0,1.0,-2.0,-8.0,0.3,9.9,2.0
201,False,0,-2,-7,7.7,4.9,1,-6,-6,-4,-6,10,88,9.1,1023,-2,199,6,-2.0,-7.0,6.2,6.6,1.0,-2.0,-11.0,0.0,9.8,2.0,-2.0,-11.0,0.0,9.8,2.0
202,True,1,4,0,12.6,9.8,1,0,0,2,0,17,84,16.0,1020,4,185,10,1.0,-6.0,1.5,6.6,1.0,-1.0,-8.0,0.0,9.7,2.0,-2.0,-8.0,0.0,9.7,2.0
203,True,2,-1,-12,4.8,4.9,1,-8,-11,-6,-11,23,90,5.7,1023,-1,242,13,-5.0,-9.0,20.5,4.9,1.0,1.0,-10.0,2.0,9.8,1.0,4.0,-10.0,0.0,9.8,2.0
204,False,2,1,-10,2.0,9.8,1,-12,-11,-6,-11,20,64,2.4,1017,1,151,12,4.0,-10.0,0.0,9.8,2.0,2.0,-15.0,0.0,9.8,2.0,-3.0,-20.0,0.0,9.8,2.0
205,True,1,3,-7,0.1,9.6,1,-8,-4,0,-4,23,58,0.1,1015,3,126,11,0.0,-7.0,0.0,9.6,2.0,-2.0,-12.0,0.0,9.6,2.0,-8.0,-15.0,0.0,9.6,2.0
206,False,1,3,-7,0.1,9.6,1,-8,-4,0,-4,23,58,0.1,1015,3,126,11,0.0,-7.0,0.0,9.6,2.0,-2.0,-12.0,0.0,9.6,2.0,-8.0,-15.0,0.0,9.6,2.0
207,False,1,3,-7,0.1,9.6,1,-8,-4,0,-4,23,58,0.1,1015,3,126,11,0.0,-7.0,0.0,9.6,2.0,-2.0,-12.0,0.0,9.6,2.0,-8.0,-15.0,0.0,9.6,2.0
208,True,1,3,-7,0.1,9.6,1,-8,-4,0,-4,23,58,0.1,1015,3,126,11,0.0,-7.0,0.0,9.6,2.0,-2.0,-12.0,0.0,9.6,2.0,-8.0,-15.0,0.0,9.6,2.0
209,False,3,-2,-12,0.0,9.8,2,-12,-8,-6,-8,12,73,0.0,1022,-2,187,6,-3.0,-16.0,0.0,9.8,2.0,-8.0,-19.0,0.0,9.8,2.0,-9.0,-16.0,6.2,6.6,1.0
210,False,3,-5,-13,4.8,4.9,1,-9,-10,-6,-10,11,83,5.6,1012,-5,270,8,-1.0,-7.0,0.0,9.7,2.0,-4.0,-10.0,0.0,9.7,2.0,-5.0,-8.0,0.5,8.2,2.0
211,True,4,-3,-10,0.8,9.6,1,-9,-12,-6,-12,28,83,0.9,1022,-3,298,18,1.0,-7.0,0.7,9.6,2.0,-4.0,-9.0,0.0,9.6,2.0,-4.0,-7.0,0.0,9.6,2.0
212,False,1,-1,-9,0.4,8.2,2,-8,-10,-6,-10,16,85,0.5,1021,-1,204,9,-6.0,-13.0,0.0,9.6,1.0,-6.0,-12.0,0.0,9.6,2.0,-5.0,-8.0,0.2,4.8,1.0
213,False,1,-2,-7,0.4,9.6,2,-6,-8,-4,-8,17,86,0.6,1019,-2,325,12,2.0,-1.0,0.5,9.6,1.0,2.0,-2.0,0.8,9.6,1.0,2.0,-4.0,0.0,8.2,2.0
214,False,1,2,-2,0.8,9.6,1,-4,-2,0,-2,10,78,1.0,1020,2,146,6,2.0,-4.0,0.0,8.2,2.0,-1.0,-5.0,0.3,9.6,2.0,5.0,1.0,1.0,9.6,2.0
215,False,1,-1,-5,0.3,9.6,2,-8,-6,-3,-6,12,70,0.4,1027,-1,294,9,5.0,1.0,1.0,9.6,2.0,6.0,-1.0,0.0,9.6,2.0,3.0,-1.0,0.1,9.6,2.0
216,False,1,-1,-5,0.3,9.6,2,-8,-6,-3,-6,12,70,0.4,1027,-1,294,9,5.0,1.0,1.0,9.6,2.0,6.0,-1.0,0.0,9.6,2.0,3.0,-1.0,0.1,9.6,2.0
217,False,3,3,-2,0.0,9.7,2,-9,-2,0,-2,17,50,0.0,1020,3,264,11,7.0,-4.0,0.0,9.7,2.0,7.0,-1.0,0.0,9.7,2.0,6.0,0.0,0.0,9.7,2.0
218,False,3,5,-3,0.0,9.8,2,-8,-4,0,-4,30,57,0.0,1018,5,233,20,6.0,-1.0,0.1,9.7,2.0,4.0,-3.0,0.0,9.8,2.0,4.0,-3.0,0.0,9.8,2.0
219,False,3,-2,-10,0.0,9.8,2,-11,-8,-7,-8,6,74,0.0,1027,-2,239,4,-2.0,-7.0,4.8,4.9,1.0,2.0,-3.0,0.4,9.8,2.0,4.0,-4.0,0.8,9.9,1.0
220,True,3,-2,-10,0.0,9.8,2,-11,-8,-7,-8,6,74,0.0,1027,-2,239,4,-2.0,-7.0,4.8,4.9,1.0,2.0,-3.0,0.4,9.8,2.0,4.0,-4.0,0.8,9.9,1.0
221,True,1,-3,-6,0.8,4.8,1,-6,-7,-4,-7,10,86,1.0,1015,-3,204,7,-1.0,-5.0,0.4,9.7,2.0,2.0,-9.0,4.0,9.7,1.0,2.0,-1.0,0.1,6.5,2.0
222,False,1,-3,-6,0.8,4.8,1,-6,-7,-4,-7,10,86,1.0,1015,-3,204,7,-1.0,-5.0,0.4,9.7,2.0,2.0,-9.0,4.0,9.7,1.0,2.0,-1.0,0.1,6.5,2.0
223,True,1,-3,-6,0.8,4.8,1,-6,-7,-4,-7,10,86,1.0,1015,-3,204,7,-1.0,-5.0,0.4,9.7,2.0,2.0,-9.0,4.0,9.7,1.0,2.0,-1.0,0.1,6.5,2.0
224,True,3,-2,-7,4.8,4.9,1,-6,-8,-4,-8,19,82,5.7,1012,-2,206,13,2.0,-3.0,0.4,9.8,2.0,4.0,-4.0,0.8,9.9,1.0,9.0,1.0,0.0,9.9,2.0
225,True,1,-1,-5,0.4,9.7,2,-6,-7,-3,-7,15,81,0.6,1013,-1,218,10,2.0,-9.0,4.0,9.7,1.0,2.0,-1.0,0.1,6.5,2.0,3.0,-1.0,0.8,9.7,2.0
226,False,1,2,-9,4.0,9.7,1,-1,-2,0,-2,12,90,5.0,1006,2,254,8,2.0,-1.0,0.1,6.5,2.0,3.0,-1.0,0.8,9.7,2.0,6.0,-3.0,0.0,9.8,2.0
227,True,1,2,-9,4.0,9.7,1,-1,-2,0,-2,12,90,5.0,1006,2,254,8,2.0,-1.0,0.1,6.5,2.0,3.0,-1.0,0.8,9.7,2.0,6.0,-3.0,0.0,9.8,2.0
228,True,1,2,-9,4.0,9.7,1,-1,-2,0,-2,12,90,5.0,1006,2,254,8,2.0,-1.0,0.1,6.5,2.0,3.0,-1.0,0.8,9.7,2.0,6.0,-3.0,0.0,9.8,2.0
229,False,1,3,-5,0.0,9.8,2,-8,-2,-1,-2,5,62,0.0,1030,3,146,3,2.0,-4.0,0.0,9.8,2.0,4.0,-3.0,1.4,9.8,2.0,6.0,-1.0,0.6,9.8,2.0
230,True,1,2,-4,0.0,9.8,2,-7,-3,-2,-3,7,67,0.0,1028,2,194,5,4.0,-3.0,1.4,9.8,2.0,6.0,-1.0,0.6,9.8,2.0,4.0,0.0,0.3,8.3,1.0
231,True,4,7,0,0.0,9.8,2,-3,-1,4,-1,35,60,2.1,1014,7,286,24,10.0,4.0,0.0,9.8,3.0,7.0,4.0,0.0,8.3,2.0,9.0,0.0,0.0,8.3,2.0
232,False,1,4,-3,1.4,9.8,2,-3,-4,0,-4,26,76,2.3,1013,4,276,18,6.0,-1.0,0.6,9.8,2.0,4.0,0.0,0.3,8.3,1.0,10.0,-3.0,0.0,9.9,2.0
233,False,1,4,-3,1.4,9.8,2,-3,-4,0,-4,26,76,2.3,1013,4,276,18,6.0,-1.0,0.6,9.8,2.0,4.0,0.0,0.3,8.3,1.0,10.0,-3.0,0.0,9.9,2.0
234,False,4,7,4,0.0,8.3,2,-6,2,6,2,32,45,0.5,1016,7,183,17,9.0,0.0,0.0,8.3,2.0,6.0,-2.0,0.0,9.9,2.0,6.0,-2.0,0.0,9.9,2.0
235,False,4,10,5,0.0,10.2,3,-1,6,8,6,13,57,0.0,1014,10,129,8,12.0,6.0,0.0,10.2,3.0,10.0,6.0,0.0,10.2,3.0,15.0,6.0,0.0,10.3,4.0
236,False,1,10,-2,0.0,8.0,2,-7,2,4,2,13,46,0.0,1022,10,141,9,3.0,-2.0,0.0,11.6,2.0,16.0,3.0,0.0,11.6,4.0,15.0,3.0,0.0,10.4,3.0
237,False,1,3,-2,0.0,11.6,2,-6,-5,0,-5,22,68,0.1,1016,3,320,18,16.0,3.0,0.0,11.6,4.0,15.0,3.0,0.0,10.4,3.0,9.0,-2.0,0.0,11.6,2.0
238,False,1,3,-2,0.0,11.6,2,-6,-5,0,-5,22,68,0.1,1016,3,320,18,16.0,3.0,0.0,11.6,4.0,15.0,3.0,0.0,10.4,3.0,9.0,-2.0,0.0,11.6,2.0
239,False,1,10,0,0.0,11.6,3,-2,5,6,5,10,56,0.0,1024,10,324,7,7.0,3.0,0.0,11.6,2.0,10.0,5.0,0.0,10.3,3.0,9.0,6.0,0.0,7.6,2.0
240,False,1,10,0,0.0,11.6,3,-2,5,6,5,10,56,0.0,1024,10,324,7,7.0,3.0,0.0,11.6,2.0,10.0,5.0,0.0,10.3,3.0,9.0,6.0,0.0,7.6,2.0
241,True,1,2,-1,0.7,10.2,2,-4,-3,1,-3,19,69,0.8,1009,2,238,13,6.0,-2.0,0.0,10.2,2.0,3.0,0.0,0.7,11.6,1.0,11.0,4.0,0.0,10.2,2.0
242,True,1,2,-1,0.7,10.2,2,-4,-3,1,-3,19,69,0.8,1009,2,238,13,6.0,-2.0,0.0,10.2,2.0,3.0,0.0,0.7,11.6,1.0,11.0,4.0,0.0,10.2,2.0
243,True,1,6,-2,0.0,10.2,2,-6,-2,1,-2,21,62,0.2,1011,6,171,16,3.0,0.0,0.7,11.6,1.0,11.0,4.0,0.0,10.2,2.0,13.0,3.0,0.0,11.6,3.0
244,True,1,6,-2,0.0,10.2,2,-6,-2,1,-2,21,62,0.2,1011,6,171,16,3.0,0.0,0.7,11.6,1.0,11.0,4.0,0.0,10.2,2.0,13.0,3.0,0.0,11.6,3.0
