Date,Area,Region,Trigger,Depth,Width
2/24/2012,Ski Area/Highway Control Work,Salt Lake,Unknown,,
2/24/2012,Sunset,Salt Lake,Snowmobiler,,
2/24/2012,Murdock Pk,Salt Lake,Skier,1,90
2/24/2012,"White Pine Canyon, North Fork",Salt Lake,Snowmobiler,2,200
2/24/2012,Two Dogs,Salt Lake,Natural,,
2/24/2012,Argenta,Salt Lake,Explosive,4,600
2/23/2012,Two Dogs,Salt Lake,Natural,,
2/23/2012,,Salt Lake,Snowboarder,16,50
2/23/2012,Mickey Mouse Mine,Salt Lake,Natural,2.5,80
2/23/2012,Ski Area/Highway Control Work,Salt Lake,Explosive,,
2/23/2012,Monitors,Salt Lake,Skier,18,45

2/21/2012,Dog Lake area,Salt Lake,Skier,5,60
2/20/2012,West Bowl,Salt Lake,Skier,10,50
2/20/2012,Pine Cone Ridge,Salt Lake,Explosive,2.5,300
2/20/2012,Lowe Peak,Salt Lake,Skier,8,70
2/19/2012,Tri-county Peak,Salt Lake,Natural,2,30
2/13/2012,Pink Pine,Salt Lake,Unknown,14,35
2/13/2012,Mill B South,Salt Lake,Natural,2,300
2/12/2012,Twin Lakes Pass,Salt Lake,Unknown,7,100
2/12/2012,No No Name,Salt Lake,Natural,8,500
2/12/2012,West Monitor,Salt Lake,Natural,12,300
2/3/2012,Mineral Fork,Salt Lake,Natural,,
2/3/2012,Room of Doom,Salt Lake,Natural,,
1/29/2012,Two Dogs,Salt Lake,Skier,2,400
1/29/2012,Tuscarora,Salt Lake,Skier,3.5,70
1/29/2012,Lake Desolation,Salt Lake,Skier,18,125
1/29/2012,Mt Aire,Salt Lake,Natural,,
1/28/2012,Porter Fork,Salt Lake,Skier,3,200
1/28/2012,,Salt Lake,Snowboarder,2.5,"1,000"
1/28/2012,Holy Toledo,Salt Lake,Skier,2,80
1/27/2012,Cardiff Peak,Salt Lake,Explosive,3,150
1/27/2012,Ivory Slabs,Salt Lake,Explosive,3,200
1/27/2012,Red Cliffs,Salt Lake,Unknown,3,100
1/27/2012,Toledo Chutes,Salt Lake,Skier,12,35
1/27/2012,Days Fork,Salt Lake,Skier,3,200
1/27/2012,Silver Fork,Salt Lake,Natural,,
1/24/2012,Bear Trap,Salt Lake,Skier,2,70
1/24/2012,South Square Chutes,Salt Lake,Unknown,3,200
1/23/2012,West Monitor,Salt Lake,Skier,4,150
1/23/2012,Dutch Draw,Salt Lake,Unknown,,
1/23/2012,Happy Days,Salt Lake,Unknown,2.5,45
1/22/2012,Squaretop,Salt Lake,Unknown,,
1/22/2012,Short Swing,Salt Lake,Natural,,
1/22/2012,Meadows,Salt Lake,Natural,,
1/22/2012,Butler Fork,Salt Lake,Natural,,
1/22/2012,Happy Days,Salt Lake,Skier,2.5,40
1/22/2012,No No Name,Salt Lake,Natural,18,70
1/22/2012,Kessler Peak,Salt Lake,Natural,,"2,500"
1/22/2012,Limelight Bowl,Salt Lake,Natural,2,350
1/22/2012,Banana Days,Salt Lake,Unknown,,
1/22/2012,Pinecone Ridge,Salt Lake,Natural,,150
1/22/2012,Main Days,Salt Lake,Natural,,900
1/22/2012,Hidden Canyon,Salt Lake,Snowboarder,5,80
1/22/2012,East Bowl,Salt Lake,Natural,,
1/22/2012,Brighton Perimeter,Salt Lake,Unknown,,
1/22/2012,Chicken Sh#! Ridge,Salt Lake,Natural,,
1/22/2012,Canyons side country,Salt Lake,Unknown,,90
1/22/2012,Mill D North,Salt Lake,Unknown,,
1/21/2012,Bear Trap,Salt Lake,Unknown,15,350
1/21/2012,PC Iron Mountain,Salt Lake,Natural,,300
1/21/2012,Main Porter,Salt Lake,Skier,2,

1/21/2012,Lake Desolation,Salt Lake,Skier,20,"1,500"
1/21/2012,Summit Park,Salt Lake,Skier,20,150
1/21/2012,Reynolds Peak,Salt Lake,Unknown,,
1/21/2012,White Pine Chutes,Salt Lake,Natural,,
1/21/2012,West Willow,Salt Lake,Skier,14,175
1/21/2012,Mill D North,Salt Lake,Skier,18,50
1/21/2012,Salt Lake,Salt Lake,Unknown,,
1/21/2012,Salt Lake,Salt Lake,Unknown,,
1/21/2012,Short Swing,Salt Lake,Skier,2,500
1/20/2012,Grizzly Gulch,Salt Lake,Unknown,14,500
1/20/2012,Days Fork,Salt Lake,Skier,16,"2,500"
1/20/2012,Michigan City,Salt Lake,Skier,,40
1/20/2012,No Name Bowl,Salt Lake,Skier,2,300
1/20/2012,Flagstaff Gully,Salt Lake,Skier,14,70
1/20/2012,Highway to Heaven,Salt Lake,Skier,12,80
1/20/2012,White Pine Canyon,Salt Lake,Skier,20,100
1/20/2012,Davenport Hill,Salt Lake,Skier,16,500
1/20/2012,East Bowl,Salt Lake,Skier,16,80
1/20/2012,Claytons,Salt Lake,Unknown,3,150
1/20/2012,Twin Lakes Pass,Salt Lake,Skier,3.5,350
1/20/2012,Reynolds Pk,Salt Lake,Skier,14,60
1/20/2012,Hidden Canyon,Salt Lake,Snowboarder,3.5,125
1/20/2012,Soldier Fork,Salt Lake,Skier,18,800
1/20/2012,Toms Hill,Salt Lake,Skier,13,250
1/20/2012,Big Water,Salt Lake,Skier,16,100
1/20/2012,Short Swing,Salt Lake,Skier,12,40
1/20/2012,Big Water,Salt Lake,Skier,18,60
1/19/2012,10420,Salt Lake,Skier,18,20
1/19/2012,10420,Salt Lake,Natural,8,70
1/19/2012,West Monitor,Salt Lake,Skier,14,500
1/19/2012,Scotts Peak,Salt Lake,Skier,7,100
1/19/2012,Silver Fork Headwall,Salt Lake,Natural,16,"1,500"
1/19/2012,South Monitor Bowl,Salt Lake,Natural,,60
1/19/2012,Dutch Draw,Salt Lake,Natural,,
1/19/2012,West Willow,Salt Lake,Natural,,
1/19/2012,Twin Lakes Pass,Salt Lake,Skier,22,"1,500"
1/19/2012,Gobblers,Salt Lake,Skier,12,300
1/19/2012,,Salt Lake,Skier,,
1/19/2012,Reynolds Pk,Salt Lake,Natural,,
1/19/2012,Red Pine Gulch,Salt Lake,Unknown,3,60
1/19/2012,Reynolds East Face,Salt Lake,Unknown,12,600
1/19/2012,Canyons side country,Salt Lake,Natural,6,300
1/19/2012,Patsy Marly,Salt Lake,Skier,15,150
1/15/2012,Silver Fork,Salt Lake,Skier,4,60
1/15/2012,East Y-Couloir Ice Gullies,Salt Lake,Unknown,10,
1/11/2012,Twin Lakes area,Salt Lake,Skier,18,60
1/9/2012,Scotts Bowl,Salt Lake,Natural,8,30
1/8/2012,Cardiff Bowl,Salt Lake,Skier,8,45
1/5/2012,Claytons,Salt Lake,Skier,,20
1/3/2012,Little Water Peak,Salt Lake,Natural,12,70

1/2/2012,No Name Bowl,Salt Lake,Skier,12,25
1/2/2012,10420,Salt Lake,Natural,,150
1/2/2012,Maybird Gulch,Salt Lake,Skier,10,60
1/2/2012,Scotts Bowl,Salt Lake,Unknown,2,150
12/31/2011,Maybird Gulch,Salt Lake,Natural,10,
12/31/2011,Brighton,Salt Lake,Snowboarder,8,60
12/31/2011,West Bowl,Salt Lake,Natural,12,100
12/31/2011,West Monitor,Salt Lake,Skier,15,175
12/30/2011,West Bowl,Salt Lake,Skier,,
12/30/2011,Cardiff Fork,Salt Lake,Skier,12,40
12/29/2011,Monitors,Salt Lake,Skier,,50
12/27/2011,Murdock Peak,Salt Lake,Unknown,12,
12/26/2011,West Desolation Ridge,Salt Lake,Skier,9,60
12/26/2011,Claytons,Salt Lake,Skier,8,20
12/26/2011,Hidden Canyon,Salt Lake,Skier,4,40
12/23/2011,Cardiac Bowl,Salt Lake,Skier,10,25
12/23/2011,Meadows,Salt Lake,Skier,,
12/22/2011,Cardiff Bowl,Salt Lake,Skier,12,20
12/22/2011,West Monitor,Salt Lake,Natural,18,40
12/17/2011,Salt Lake,Salt Lake,Skier,8,30
12/17/2011,Pioneer Ridge,Salt Lake,Skier,6,35
11/25/2011,Hidden Canyon,Salt Lake,,2,80
11/22/2011,Diving Board,Salt Lake,Unknown,,
11/20/2011,Pioneer Ridge,Salt Lake,Skier,3,200
11/20/2011,Grizzly Gulch,Salt Lake,Skier,3.5,20
11/20/2011,Little Cottonwood Canyon,Salt Lake,Unknown,3,150
11/19/2011,Pioneer Peak,Salt Lake,Skier,2.5,125
11/19/2011,East Bowl,Salt Lake,Snowboarder,22,175
11/14/2011,Salt Lake,Salt Lake,Natural,12,80
11/13/2011,Catherines area,Salt Lake,Unknown,10,
11/13/2011,Alta Ski Area,Salt Lake,Skier,20,45
11/13/2011,Davenport Hill,Salt Lake,Unknown,12,80
11/13/2011,Eagles Nest,Salt Lake,Skier,12,
11/13/2011,Monitors,Salt Lake,Natural,14,80
11/13/2011,Rocky Point,Salt Lake,Skier,16,250
11/13/2011,Baldy,Salt Lake,Skier,20,100
11/13/2011,Twin Lakes Pass,Salt Lake,Unknown,20,40
11/13/2011,West Rustler,Salt Lake,Skier,,
11/13/2011,Twin Lakes Pass,Salt Lake,Skier,18,40
11/13/2011,Grizzly Gulch,Salt Lake,Skier,12,250
11/13/2011,Baldy,Salt Lake,Skier,2.5,15
11/13/2011,West Bowl,Salt Lake,Natural,18,400
11/13/2011,Upper Collins area,Salt Lake,Skier,12,
11/13/2011,Baldy,Salt Lake,Skier,2.5,15
11/13/2011,,Salt Lake,Snowboarder,16,150
11/13/2011,,Salt Lake,Skier,22,50
11/12/2011,Gad Valley,Salt Lake,Snowboarder,12,100
11/12/2011,Catherines,Salt Lake,Skier,12,40
11/12/2011,Days Fork,Salt Lake,Skier,6,60
11/11/2011,Superior,Salt Lake,Natural,,

11/7/2011,Scotts Bowl,Salt Lake,Skier,8,80
11/6/2011,Collins Gulch,Salt Lake,Skier,12,15
6/21/2011,Pfeifferhorn,Salt Lake,Unknown,,
6/20/2011,Salt Lake,Salt Lake,Natural,,200
6/20/2011,Pfeifferhorn,Salt Lake,Natural,4.5,
6/2/2011,Superior,Salt Lake,Skier,6,40
5/20/2011,Emma Ridges,Salt Lake,Skier,8,50
5/20/2011,Park City,Salt Lake,Skier,8,10
5/19/2011,Patsy Marly,Salt Lake,Unknown,,
5/17/2011,Grizzly Gulch,Salt Lake,Skier,9,15
4/27/2011,Alta Periphery,Salt Lake,Unknown,,
4/27/2011,,Salt Lake,Unknown,18,150
4/27/2011,Scotties Bowl,Salt Lake,Snowboarder,1,70
4/27/2011,Kessler Peak,Salt Lake,Skier,6,40
4/27/2011,Little Superior,Salt Lake,Skier,18,500
4/26/2011,Days Fork,Salt Lake,Skier,,
4/26/2011,Patsy Marly,Salt Lake,Skier,16,150
4/26/2011,Scotties Bowl,Salt Lake,Skier,6,30
4/26/2011,Patsy Marly,Salt Lake,Skier,9,350
4/26/2011,Park City area mountians,Salt Lake,Skier,11,150
4/26/2011,Little Cottonwood Canyon,Salt Lake,Unknown,,
4/22/2011,Murdock Peak,Salt Lake,Skier,8,30
4/22/2011,West Bowl,Salt Lake,Skier,12,60
4/22/2011,Cardiac Ridge,Salt Lake,,,
4/22/2011,Brighton Perimeter,Salt Lake,Skier,,
4/22/2011,Gobblers Knob,Salt Lake,Natural,4,100
4/22/2011,Days Fork,Salt Lake,Skier,10,150
4/21/2011,Flagstaff Ridge,Salt Lake,Snowboarder,8,100
4/20/2011,Alta Periphery,Salt Lake,Natural,,
4/19/2011,Tuscarora,Salt Lake,Skier,10,90
4/19/2011,Honeycomb,Salt Lake,Skier,12,60
4/19/2011,Flagstaff Ridge,Salt Lake,Skier,10,35
4/19/2011,Tuscarora,Salt Lake,Unknown,,
4/19/2011,Mill B South,Salt Lake,Unknown,5,250
4/18/2011,Twin Lakes area,Salt Lake,Snowshoer,12,60
4/16/2011,White Pine Lake,Salt Lake,Snowboarder,12,60
4/14/2011,Catchers Mit,Salt Lake,Skier,12,150
4/14/2011,Cardiff Peak,Salt Lake,Skier,15,30
4/14/2011,Scotties Bowl,Salt Lake,Skier,6,20
4/14/2011,Little Pine,Salt Lake,Unknown,,
4/11/2011,Toledo Chutes,Salt Lake,Snowboarder,,
4/10/2011,Brighton Perimeter,Salt Lake,Skier,10,400
4/10/2011,Broads Fork,Salt Lake,Natural,,
4/9/2011,Canyons side country,Salt Lake,Skier,,25
4/8/2011,Squaretop,Salt Lake,Skier,6,25
4/8/2011,Big Cottonwood Canyon,Salt Lake,Skier,8,20
4/8/2011,Argenta,Salt Lake,Skier,12,10
4/6/2011,Emma Ridges,Salt Lake,Skier,4,100
4/4/2011,Broads Fork,Salt Lake,Unknown,4,70
4/2/2011,white Pearl Gully,Salt Lake,Natural,,

3/31/2011,Superior,Salt Lake,Skier,4,80
3/29/2011,Banana Days,Salt Lake,Natural,2,20
3/29/2011,Alexander Basin,Salt Lake,Natural,,
3/29/2011,Brighton Perimeter,Salt Lake,Skier,16,60
3/27/2011,Pink Pine,Salt Lake,Skier,6,100
3/27/2011,,Salt Lake,Skier,10,70
3/26/2011,Coalpit 4,Salt Lake,Natural,,
3/26/2011,Kessler Peak,Salt Lake,Skier,,
3/26/2011,Cinder Chutes,Salt Lake,Skier,9,200
3/26/2011,Reynolds Pk,Salt Lake,Snowboarder,5,150
3/25/2011,Scotties Bowl,Salt Lake,Skier,6,20
3/25/2011,Hogum,Salt Lake,Natural,18,125
3/25/2011,Mineral Fork,Salt Lake,Natural,5,60
3/24/2011,Under Mt. Gog  East,Salt Lake,Snowmobiler,12,100
3/22/2011,Alta Periphery,Salt Lake,Skier,10,200
3/22/2011,Wolverine,Salt Lake,Skier,12,10
3/21/2011,Mineral Fork,Salt Lake,Natural,4,500
3/20/2011,Rocky Point,Salt Lake,Skier,7,100
3/20/2011,Pioneer Ridge,Salt Lake,Snowboarder,10,60
3/20/2011,West Bowl,Salt Lake,Natural,12,
3/20/2011,Hide A Way Park,Salt Lake,Skier,12,50
3/20/2011,Days Headwall,Salt Lake,Unknown,,
3/20/2011,Mill D North,Salt Lake,Skier,6,15
3/19/2011,Summit Park,Salt Lake,Natural,10,50
3/19/2011,Silver Fork,Salt Lake,Skier,2,200
3/18/2011,Banana Days,Salt Lake,Skier,6,25
3/18/2011,Porter Fork,Salt Lake,Unknown,16,70
3/17/2011,Alexander Basin,Salt Lake,Unknown,,
3/17/2011,Park City area mountians,Salt Lake,Explosive,2.5,300
3/16/2011,Broads Fork,Salt Lake,Natural,7,200
3/16/2011,Maybird Chute,Salt Lake,Natural,,
3/16/2011,White Pine,Salt Lake,Natural,6,300
3/16/2011,Little Cottonwood Canyon,Salt Lake,Natural,,
3/13/2011,Tuscarora,Salt Lake,Skier,10,70
3/13/2011,Superior,Salt Lake,Skier,6,60
3/11/2011,Little Superior,Salt Lake,Skier,,
3/11/2011,Kessler Peak,Salt Lake,Skier,8,10
3/10/2011,Argenta Chutes,Salt Lake,Natural,,
3/9/2011,Scotties Bowl,Salt Lake,Skier,2,60
3/9/2011,lake Peak,Salt Lake,Skier,16,125
3/9/2011,Salt Lake,Salt Lake,Snowboarder,,400
3/8/2011,Foothills,Salt Lake,Unknown,16,20
3/8/2011,Sound of Music,Salt Lake,Unknown,2,200
3/8/2011,Wilson Glade,Salt Lake,Skier,21,50
3/8/2011,Sound of Music,Salt Lake,Skier,18,300
3/7/2011,Patsy Marly,Salt Lake,Skier,16,30
3/7/2011,Highway to Heaven,Salt Lake,Skier,10,50
3/6/2011,Silver Fork,Salt Lake,Skier,8,30
3/5/2011,White Pine,Salt Lake,Natural,,
3/5/2011,Tanners Gulch,Salt Lake,Natural,,

3/4/2011,Porter Fork,Salt Lake,Unknown,,150
3/3/2011,Pioneer Ridge,Salt Lake,Skier,10,30
3/2/2011,Pink Pine,Salt Lake,Skier,3,30
3/2/2011,Maybird Gulch,Salt Lake,Natural,3.5,400
3/2/2011,Y Coulior,Salt Lake,Natural,,
3/1/2011,Mineral Fork,Salt Lake,Skier,,15
3/1/2011,Brighton Perimeter,Salt Lake,Natural,2,100
2/28/2011,Figure 8 Hill,Salt Lake,Skier,6,250
2/28/2011,Albion Basin,Salt Lake,Natural,5,150
2/28/2011,Corn Bowl,Salt Lake,Unknown,2,25
2/28/2011,North Kessler,Salt Lake,Snowboarder,8,40
2/28/2011,Patsy Marly,Salt Lake,Skier,18,60
2/27/2011,Little Water,Salt Lake,Natural,,
2/26/2011,Alexander Basin,Salt Lake,Natural,,400
2/26/2011,Little Water,Salt Lake,Natural,,
2/26/2011,Mill B South,Salt Lake,Unknown,,
2/24/2011,Porter Fork,Salt Lake,Natural,3,
2/23/2011,Argenta,Salt Lake,Explosive,3.5,200
2/23/2011,Lewis Peak,Salt Lake,Snowmobiler,8,300
2/21/2011,Lambs Canyon,Salt Lake,Skier,2.5,400
2/20/2011,Grandview Peak,Salt Lake,Natural,2.5,150
2/20/2011,No Name Bowl,Salt Lake,Skier,3,200
2/20/2011,Pinecrest,Salt Lake,Natural,,
2/20/2011,Pinecrest,Salt Lake,Skier,,
2/20/2011,Lambs Canyon,Salt Lake,Skier,2.5,150
2/20/2011,Mt Aire,Salt Lake,Natural,2,200
2/20/2011,Maybird Gulch,Salt Lake,Natural,,
2/20/2011,Maybird Gulch,Salt Lake,Natural,,
2/20/2011,Broads Fork,Salt Lake,Natural,4,"1,500"
2/20/2011,Claytons,Salt Lake,Skier,15,70
2/19/2011,East Bowl,Salt Lake,Skier,12,400
2/19/2011,Short Swing,Salt Lake,Unknown,,
2/16/2011,Mill Creek Canyon,Salt Lake,Natural,,90
2/14/2011,Upper-West Bell,Salt Lake,Skier,18,20
2/14/2011,White Pine,Salt Lake,Skier,15,150
2/8/2011,West Monitor,Salt Lake,Natural,12,15
2/8/2011,Little Cottonwood Canyon,Salt Lake,Explosive,2,
2/6/2011,Park City Ridgeline,Salt Lake,Snowboarder,5,25
2/6/2011,Wolverine,Salt Lake,Skier,14,125
2/6/2011,Wolverine,Salt Lake,Skier,12,
2/5/2011,Lower  Days,Salt Lake,Skier,9,70
2/5/2011,,Salt Lake,Skier,10,90
2/3/2011,Tri County Peak,Salt Lake,Natural,,
2/3/2011,Claytons,Salt Lake,Skier,2.5,60
2/3/2011,upper Days,Salt Lake,Skier,18,40
2/1/2011,Pink Pine,Salt Lake,Skier,12,40
1/30/2011,White Pine,Salt Lake,Skier,8,70
1/28/2011,Days Fork,Salt Lake,Unknown,,
1/26/2011,Little Superior,Salt Lake,Skier,12,60
1/24/2011,Brighton Perimeter,Salt Lake,Skier,18,70

1/22/2011,Gods Lawnmower,Salt Lake,Skier,,
1/22/2011,lake Peak,Salt Lake,Natural,16,100
1/22/2011,White Pine,Salt Lake,Skier,12,50
1/22/2011,White Pine Canyon,Salt Lake,Natural,18,125
1/22/2011,South Monitor Bowl,Salt Lake,Natural,20,100
1/22/2011,West Monitor,Salt Lake,Natural,20,100
1/21/2011,Wolverine Cirque,Salt Lake,Skier,,
1/19/2011,Days Draw,Salt Lake,Unknown,12,50
1/17/2011,Millie Back Bowls,Salt Lake,Natural,10,300
1/17/2011,Alexander Basin,Salt Lake,Natural,,30
1/16/2011,Reynolds Peak,Salt Lake,Skier,12,60
1/15/2011,White Pine Canyon,Salt Lake,Skier,4,
1/15/2011,West Desolation Ridge,Salt Lake,Skier,6,25
1/14/2011,Y Coulior,Salt Lake,Natural,,
1/14/2011,Lackawaxen,Salt Lake,Snowboarder,6,80
1/14/2011,Porter Fork,Salt Lake,Skier,6,25
1/14/2011,Wilson Fork,Salt Lake,Skier,6,30
1/14/2011,Alexander Basin,Salt Lake,Skier,7,60
1/9/2011,Powder Park,Salt Lake,Skier,,80
1/6/2011,Superior,Salt Lake,Natural,7,70
1/1/2011,Dutch Draw,Salt Lake,Unknown,9,45
12/31/2010,West Hellgate,Salt Lake,Snowboarder,2,40
12/31/2010,Figure 8 Hill,Salt Lake,Skier,6,35
12/31/2010,Gobblers Knob,Salt Lake,Natural,,
12/31/2010,Salt Lake,Salt Lake,Natural,,
12/31/2010,Davenport Hill,Salt Lake,Skier,5,30
12/30/2010,Little Water,Salt Lake,Unknown,,
12/30/2010,Murdock Peak,Salt Lake,Unknown,,
12/30/2010,Gobblers Knob,Salt Lake,Natural,,
12/30/2010,Mt Raymond,Salt Lake,Natural,,
12/30/2010,Reynolds Peak,Salt Lake,Unknown,,
12/30/2010,Reynolds Peak,Salt Lake,Natural,,
12/30/2010,Flagstaff Gully,Salt Lake,Skier,10,50
12/29/2010,White Pine,Salt Lake,Unknown,,
12/29/2010,Dog Lake Chutes,Salt Lake,Natural,18,125
12/29/2010,Rocky Point,Salt Lake,Skier,20,150
12/29/2010,Mary Lake Ridge,Salt Lake,Skier,3,200
12/28/2010,,Salt Lake,Skier,,
12/27/2010,Dromedary Peak,Salt Lake,Skier,10,60
12/25/2010,Stupid Chute,Salt Lake,Skier,,
12/25/2010,Wolverine Peak,Salt Lake,Skier,10,50
12/24/2010,Salt Lake,Salt Lake,Skier,,
12/24/2010,Little Pine,Salt Lake,Natural,,
12/23/2010,Big Horn Peak,Salt Lake,Unknown,,
12/23/2010,Bonanza Flats,Salt Lake,Unknown,10,40
12/22/2010,Cardiac Ridge,Salt Lake,Natural,,
12/22/2010,Little Water,Salt Lake,Unknown,,
12/22/2010,Hidden Canyon,Salt Lake,Snowboarder,,
12/22/2010,Willows,Salt Lake,Skier,12,200
12/22/2010,West Monitor,Salt Lake,Natural,8,200

12/22/2010,West Willow,Salt Lake,Natural,8,300
12/22/2010,Meadows,Salt Lake,Natural,,
12/22/2010,All areas,Salt Lake,Natural,2,
12/21/2010,Willows,Salt Lake,Natural,10,30
12/20/2010,Bear Trap,Salt Lake,Natural,,
12/20/2010,Rips Ridge,Salt Lake,Skier,18,300
12/19/2010,Brighton Perimeter,Salt Lake,Skier,12,600
12/19/2010,Emma Ridges,Salt Lake,Skier,12,60
12/19/2010,East Hellgate,Salt Lake,Natural,,
12/19/2010,,Salt Lake,Skier,2,200
12/19/2010,Twin Lakes Pass,Salt Lake,Skier,18,200
12/18/2010,Hallway Couloir,Salt Lake,Skier,7,20
12/18/2010,Red Baldy,Salt Lake,Skier,16,80
12/18/2010,Salt Lake,Salt Lake,Skier,,
12/16/2010,All areas,Salt Lake,Skier,3,40
12/12/2010,Cardiac Ridge,Salt Lake,Natural,10,50
12/10/2010,Hellgate,Salt Lake,Unknown,8,40
12/10/2010,Cottonwoods and Park City,Salt Lake,Unknown,,
12/7/2010,Brighton Perimeter,Salt Lake,Skier,10,40
12/2/2010,Park City,Salt Lake,Natural,,
11/29/2010,Little Superior,Salt Lake,Skier,20,80
11/29/2010,Salt Lake foothills,Salt Lake,Natural,12,15
11/29/2010,Toledo Chutes,Salt Lake,Skier,10,100
11/29/2010,Catherines,Salt Lake,Unknown,8,80
11/28/2010,Davenport Hill,Salt Lake,Skier,8,35
11/28/2010,Cardiff Fork,Salt Lake,Natural,3,20
11/25/2010,Diving Board,Salt Lake,Natural,,
11/22/2010,Lackawaxen,Salt Lake,Skier,5,700
11/21/2010,Honeycomb,Salt Lake,Natural,5,
11/21/2010,Pioneer Peak,Salt Lake,Natural,,350
11/21/2010,West Ridge 1,Salt Lake,Skier,2,80
11/21/2010,West Ridge 2,Salt Lake,Skier,2,150
11/21/2010,West Ridge 3,Salt Lake,Unknown,2,125
11/21/2010,Davenport Hill,Salt Lake,Skier,10,80
11/21/2010,Meadows,Salt Lake,Skier,12,50
11/21/2010,Hidden Canyon,Salt Lake,Skier,18,60
11/21/2010,Daly Bowl,Salt Lake,Skier,,200
11/21/2010,Superior,Salt Lake,Natural,,
11/21/2010,Reynolds Peak,Salt Lake,Skier,,
11/20/2010,Days Headwall,Salt Lake,Skier,18,100
11/20/2010,Silver Fork,Salt Lake,Skier,12,30
11/18/2010,Hidden Canyon,Salt Lake,Skier,10,70
11/16/2010,Rhino,Salt Lake,Skier,18,100
11/16/2010,Tri-county Peak,Salt Lake,Unknown,3,200
11/16/2010,Scotts Bowl,Salt Lake,Skier,18,300
11/11/2010,Red Baldy,Salt Lake,Natural,12,50
5/24/2010,Emma Ridges,Salt Lake,Skier,15,60
4/29/2010,Salt Lake,Salt Lake,Skier,14,100
4/10/2010,Diving Board,Salt Lake,Natural,6,
4/7/2010,Neffs,Salt Lake,Unknown,2,250

4/7/2010,Salt Lake,Salt Lake,Natural,,
4/6/2010,Circle Awl,Salt Lake,Natural,12,350
4/6/2010,Park City Ridgeline,Salt Lake,Unknown,3,200
4/4/2010,Cardiac Bowl,Salt Lake,Skier,10,45
4/4/2010,Butler Fork,Salt Lake,Skier,12,40
4/4/2010,West Monitor,Salt Lake,Natural,2,40
4/3/2010,Georges Bowl,Salt Lake,Skier,18,
4/3/2010,Flanigans,Salt Lake,Skier,10,20
4/3/2010,north ridge,Salt Lake,Skier,12,200
4/3/2010,Emma Ridges,Salt Lake,Skier,12,50
4/3/2010,Wilson Chutes,Salt Lake,Unknown,8,50
4/3/2010,Salt Lake,Salt Lake,Snowboarder,16,100
4/3/2010,Figure 8 Hill,Salt Lake,Unknown,,
4/3/2010,Broads Fork,Salt Lake,Natural,2.5,
4/3/2010,,Salt Lake,Skier,2,250
4/3/2010,Reynolds Pk,Salt Lake,Unknown,18,90
4/3/2010,Twin Lakes area,Salt Lake,Unknown,,
4/3/2010,Park City Ridgeline,Salt Lake,Skier,18,50
4/2/2010,Holy Toledo,Salt Lake,Skier,12,10
4/2/2010,East Mineral,Salt Lake,Skier,20,50
4/2/2010,Park City Ridgeline,Salt Lake,Skier,18,50
4/1/2010,Salt Lake,Salt Lake,Skier,18,50
4/1/2010,Argenta,Salt Lake,Unknown,,
4/1/2010,Cardiac Bowl,Salt Lake,Natural,18,300
3/31/2010,Hide A Way Park,Salt Lake,Skier,8,100
3/31/2010,Salt Lake,Salt Lake,Natural,12,700
3/31/2010,Days Headwall,Salt Lake,Skier,8,100
3/19/2010,Little Cottonwood Canyon,Salt Lake,,4,100
3/18/2010,Kessler,Salt Lake,Natural,,
3/17/2010,Maybird Gulch,Salt Lake,Natural,18,100
3/14/2010,Stairs Gulch,Salt Lake,Natural,3,200
3/14/2010,Diving Board,Salt Lake,Natural,7,100
3/12/2010,Lewis Peak,Salt Lake,Unknown,,
3/12/2010,Little Superior,Salt Lake,Snowboarder,2,50
3/11/2010,Lone Peak,Salt Lake,Unknown,,
3/11/2010,Hogum,Salt Lake,Unknown,,
3/11/2010,,Salt Lake,Skier,20,50
3/9/2010,Diving Board,Salt Lake,Natural,2,250
3/9/2010,Stairs Gulch,Salt Lake,Unknown,3,"1,000"
3/8/2010,Y Coulior,Salt Lake,Skier,12,20
3/7/2010,Summit Park,Salt Lake,Skier,18,125
3/7/2010,Argenta,Salt Lake,Skier,12,10
3/7/2010,Soldier Fork,Salt Lake,Skier,18,100
3/7/2010,Lake Desolation,Salt Lake,Skier,,
3/6/2010,Figure 8 Hill,Salt Lake,Natural,,400
3/6/2010,west porter,Salt Lake,Skier,2,100
3/6/2010,West Monitor,Salt Lake,Skier,,
3/6/2010,Millicent Back Bowl,Salt Lake,Skier,8,200
3/6/2010,White Pine,Salt Lake,Natural,,300
3/6/2010,Cardiff Fork,Salt Lake,Skier,10,40

3/6/2010,Main Days,Salt Lake,Unknown,12,40
3/6/2010,Banana Days,Salt Lake,Skier,16,30
3/5/2010,Short Swing,Salt Lake,Unknown,2,50
3/5/2010,Broads Fork,Salt Lake,Unknown,18,80
3/5/2010,Broads Fork,Salt Lake,Unknown,2,20
3/5/2010,Lambs,Salt Lake,Skier,2,70
3/5/2010,Hidden Canyon,Salt Lake,Skier,18,80
3/5/2010,Eeeny Meeny Miny Moe,Salt Lake,Skier,20,100
3/5/2010,Big Water,Salt Lake,Skier,2,200
3/5/2010,Cardiff Peak,Salt Lake,Skier,6,50
3/3/2010,Salt Lake,Salt Lake,Skier,2,90
3/1/2010,Monitors,Salt Lake,Natural,8,70
3/1/2010,Bells Canyon,Salt Lake,Skier,2.5,70
