Date,Area,Region,Trigger,Depth,Width
12/16/2016,South Monitor Bowl,Salt Lake,Natural,4,500
12/16/2016,Little Cottonwood Canyon,Salt Lake,,,
12/16/2016,White Pine,Salt Lake,Natural,,150
12/15/2016,Flagstaff Ridge,Salt Lake,Skier,20,70
12/15/2016,West Monitor,Salt Lake,Natural,20,60
12/14/2016,Cinder Chutes,Salt Lake,Snowboarder,,20
12/14/2016,Upper Days,Salt Lake,Skier,,
12/14/2016,Grizzly Gulch,Salt Lake,Natural,6,200

12/14/2016,Snake Creek,Salt Lake,Natural,8,
12/14/2016,Cardiff Fork,Salt Lake,Skier,6,175
12/14/2016,Days Fork,Salt Lake,Skier,6,60
12/13/2016,Pink Pine,Salt Lake,Snowboarder,8,30
12/13/2016,Hide A Way Park,Salt Lake,Skier,14,25
12/12/2016,10420,Salt Lake,Snowboarder,2,30
12/11/2016,Barrieto,Salt Lake,Natural,,150
12/11/2016,Lacawaxan,Salt Lake,Unknown,12,50
12/10/2016,Soldier Peak,Salt Lake,Skier,,50
12/10/2016,Twin Lakes area,Salt Lake,Skier,4,100
12/10/2016,Brighton Perimeter,Salt Lake,Natural,8,
12/10/2016,Main Porter,Salt Lake,Skier,10,60
12/10/2016,Upper Days,Salt Lake,Skier,8,50
12/10/2016,Days Fork,Salt Lake,Snowboarder,2,50
12/9/2016,No Name Bowl,Salt Lake,Skier,12,50
12/9/2016,Park City Ridgeline,Salt Lake,Skier,18,20
12/8/2016,Barrieto,Salt Lake,Skier,4,50
11/30/2016,East Bowl,Salt Lake,Skier,2,35
11/30/2016,East Bowl,Salt Lake,Skier,2,45
11/23/2016,Cardiac Ridge,Salt Lake,Natural,,
11/23/2016,Cardiac Bowl,Salt Lake,Natural,,175
11/23/2016,Little Cottonwood Canyon,Salt Lake,Natural,,
11/22/2016,Baldy,Salt Lake,Skier,8,150
5/3/2016,Tuscarora,Salt Lake,Skier,8,60
4/28/2016,Pt. Supreme,Salt Lake,Skier,5,450
4/27/2016,Baldy,Salt Lake,Snowboarder,16,300
4/27/2016,Wolverine Cirque,Salt Lake,Natural,12,
4/27/2016,Baldy,Salt Lake,Skier,,300
4/27/2016,Millicent Peak,Salt Lake,Skier,12,300
4/27/2016,Alta Ski Area,Salt Lake,,,
4/27/2016,Wolverine Cirque,Salt Lake,Skier,,
4/27/2016,Sunset Peak,Salt Lake,Skier,4,50
4/27/2016,West Rustler,Salt Lake,Skier,12,30
4/27/2016,Cardiff Fork,Salt Lake,,,
4/26/2016,Big Cottonwood Canyon,Salt Lake,Natural,14,250
4/26/2016,Seagull,Salt Lake,Skier,,25
4/25/2016,Emma Ridges,Salt Lake,Snowboarder,8,20
4/25/2016,Salt Lake,Salt Lake,Snowboarder,3,40
4/24/2016,Evergreen Ridge,Salt Lake,Skier,9,30
4/24/2016,Seagull,Salt Lake,Skier,6,30
4/24/2016,Lake Peak,Salt Lake,Skier,16,150
4/24/2016,Solitude,Salt Lake,Skier,10,20
4/24/2016,Davenport Hill,Salt Lake,Skier,10,50
4/19/2016,Gods Lawnmower,Salt Lake,Unknown,,
4/16/2016,Little Superior,Salt Lake,Skier,3,200
4/13/2016,Broads Fork,Salt Lake,Natural,,300
4/7/2016,Stairs Gulch,Salt Lake,Natural,5,150
4/1/2016,Stairs Gulch,Salt Lake,Unknown,4,20
4/1/2016,Canyons side country,Salt Lake,Skier,,30
4/1/2016,,Salt Lake,Unknown,,

4/1/2016,Cottonwood Ridgeline,Salt Lake,Natural,,
3/30/2016,Depth Hoar Bowl,Salt Lake,Skier,16,200
3/30/2016,Mill D North,Salt Lake,Skier,,
3/29/2016,Daly Canyon,Salt Lake,Natural,,
3/29/2016,East Bowl,Salt Lake,Skier,8,50
3/29/2016,Hallway Couloir,Salt Lake,Skier,12,50
3/29/2016,Y Coulior,Salt Lake,Natural,,
3/29/2016,White Pine,Salt Lake,Skier,12,100
3/29/2016,Scotties Bowl,Salt Lake,Snowboarder,12,15
3/29/2016,Pink Pine,Salt Lake,,,
3/29/2016,West Monitor,Salt Lake,Natural,20,60
3/29/2016,Lacawaxan,Salt Lake,Skier,2,200
3/28/2016,Days Fork,Salt Lake,Skier,8,40
3/28/2016,Main Days,Salt Lake,Skier,7,300
3/28/2016,Brighton Perimeter,Salt Lake,Natural,8,350
3/28/2016,Session Mountains,Salt Lake,Natural,,
3/26/2016,Broads Fork,Salt Lake,Natural,3.5,175
3/26/2016,Monitors,Salt Lake,Skier,,
3/26/2016,Deaf Smith,Salt Lake,Unknown,,
3/24/2016,Toledo Chutes,Salt Lake,Snowboarder,,
3/23/2016,Scotties Bowl,Salt Lake,Skier,6,25
3/23/2016,Salt Lake,Salt Lake,Skier,6,40
3/19/2016,Toledo Bowl,Salt Lake,Skier,4,15
3/19/2016,Superior,Salt Lake,Skier,,
3/18/2016,Reynolds East Face,Salt Lake,Unknown,,
3/17/2016,Depth Hoar Bowl,Salt Lake,Natural,,250
3/17/2016,Broads Fork,Salt Lake,,,
3/17/2016,South Monitor Bowl,Salt Lake,Skier,20,150
3/16/2016,Murdock Peak,Salt Lake,Skier,18,150
3/16/2016,Cardiac Ridge,Salt Lake,Natural,2,500
3/15/2016,Figure 8 Hill,Salt Lake,Snowboarder,4,15
3/15/2016,Hide A Way Park,Salt Lake,Skier,14,50
3/15/2016,Two Dogs,Salt Lake,Skier,8,30
3/15/2016,Main Days,Salt Lake,Skier,10,40
3/15/2016,Argenta,Salt Lake,Skier,18,70
3/15/2016,East Couloir,Salt Lake,Skier,8,30
3/9/2016,Maybird Gulch,Salt Lake,Skier,4,80
3/5/2016,Little Cottonwood Canyon,Salt Lake,Natural,,
2/27/2016,Murdock Pk,Salt Lake,Skier,6,40
2/24/2016,West Bowl,Salt Lake,Unknown,3,100
2/23/2016,Ivory Chute,Salt Lake,Skier,12,25
2/23/2016,Coalpit 4,Salt Lake,Natural,,
2/22/2016,Diving Board,Salt Lake,Natural,5,200
2/21/2016,Mill B South,Salt Lake,Natural,4,50
2/20/2016,Mill B South,Salt Lake,Natural,4,30
2/19/2016,Great White Icicle,Salt Lake,Natural,6,25
2/18/2016,Ferguson Canyon,Salt Lake,Natural,,
2/18/2016,Broads Fork,Salt Lake,Natural,2.5,150
2/18/2016,Mother in Law,Salt Lake,Natural,,
2/17/2016,Bonkers,Salt Lake,Natural,3,100

2/15/2016,No Name Bowl,Salt Lake,Skier,6,150
2/15/2016,Squaretop,Salt Lake,Skier,2,50
2/10/2016,Park City area mountians,Salt Lake,Natural,,
2/7/2016,The Tube,Salt Lake,Natural,,40
2/5/2016,Scotties Bowl,Salt Lake,Skier,5,35
2/5/2016,Broads Fork,Salt Lake,Natural,,50
2/2/2016,No Name Bowl,Salt Lake,Skier,3,80
2/1/2016,No Name Bowl,Salt Lake,Natural,2,100
1/31/2016,,Salt Lake,Skier,3,45
1/27/2016,Brighton Perimeter,Salt Lake,Snowboarder,8,40
1/27/2016,Gobblers Knob,Salt Lake,,,175
1/26/2016,Argenta,Salt Lake,Skier,4.5,30
1/26/2016,,Salt Lake,Skier,2.5,250
1/26/2016,Superior,Salt Lake,Skier,21,80
1/26/2016,Davenport Hill,Salt Lake,Skier,17,70
1/26/2016,Silver Fork Headwall,Salt Lake,Skier,2.5,60
1/26/2016,Gobblers Knob,Salt Lake,Natural,,150
1/26/2016,Wolverine Cirque,Salt Lake,Natural,,125
1/25/2016,Back Bowls,Salt Lake,Natural,2.5,250
1/25/2016,Patsy Marly,Salt Lake,Unknown,,500
1/25/2016,West Monitor,Salt Lake,Natural,15,125
1/24/2016,Main Gobblers,Salt Lake,Natural,,800
1/24/2016,Wilson Chutes,Salt Lake,Natural,,
1/24/2016,Lambs,Salt Lake,,,
1/24/2016,Dry Fork of AF,Salt Lake,Skier,10,80
1/24/2016,Elbow Fork,Salt Lake,Natural,3,600
1/24/2016,Gobblers Knob,Salt Lake,Natural,2,"1,000"
1/22/2016,West Bowl,Salt Lake,Unknown,,250
1/22/2016,Upper Days,Salt Lake,Skier,2,100
1/22/2016,Mill Creek Ridgeline,Salt Lake,Natural,,20
1/21/2016,,Salt Lake,Skier,18,600
1/20/2016,West Monitor,Salt Lake,Natural,,
1/20/2016,Cardiac Ridge,Salt Lake,Natural,,150
1/20/2016,West Desolation Ridge,Salt Lake,Natural,,"2,500"
1/20/2016,Cardiac Bowl,Salt Lake,Natural,2,400
1/20/2016,Cinder Chutes,Salt Lake,Skier,,
1/20/2016,Kessler Peak,Salt Lake,Natural,,
1/20/2016,Meadows,Salt Lake,Skier,8,200
1/20/2016,Monte Cristo,Salt Lake,Explosive,5.5,
1/20/2016,Little Cottonwood Canyon,Salt Lake,Skier,16,30
1/20/2016,Limber Pine,Salt Lake,Natural,3.5,
1/20/2016,Mineral Fork,Salt Lake,Natural,10,300
1/20/2016,Jedediah,Salt Lake,Explosive,,
1/20/2016,Limber Pine,Salt Lake,,,
1/20/2016,Home Run,Salt Lake,Natural,,
1/20/2016,Catchers Mit,Salt Lake,Natural,12,175
1/20/2016,West Monitor,Salt Lake,Natural,3,700
1/20/2016,Mt Raymond,Salt Lake,Natural,,50
1/20/2016,South Monitor Bowl,Salt Lake,Natural,,70
1/20/2016,No Name Bowl,Salt Lake,Natural,14,600

1/20/2016,Grizzly Gulch,Salt Lake,Skier,8,90
1/20/2016,Scotts Peak,Salt Lake,Natural,2,175
1/20/2016,west porter,Salt Lake,Skier,,
1/20/2016,Reynolds Pk,Salt Lake,Skier,13,400
1/19/2016,MacDonalds Draw,Salt Lake,Skier,2.5,100
1/19/2016,Park City Ridgeline,Salt Lake,Skier,20,70
1/19/2016,Days Draw,Salt Lake,Skier,2,80
1/19/2016,Twin Lakes Pass,Salt Lake,Unknown,2,60
1/19/2016,Two Dogs,Salt Lake,Snowboarder,18,100
1/19/2016,Scotties Bowl,Salt Lake,Snowboarder,12,60
1/18/2016,Gobblers Knob,Salt Lake,Natural,,
1/18/2016,Wilson Glade,Salt Lake,Skier,,150
1/18/2016,Banana Days,Salt Lake,Natural,2,150
1/18/2016,No Name Bowl,Salt Lake,Unknown,2,30
1/17/2016,Rocky Point,Salt Lake,Skier,4,100
1/16/2016,Meadows,Salt Lake,Skier,15,45
1/16/2016,Lookout Peak,Salt Lake,Skier,20,100
1/16/2016,Depth Hoar Bowl,Salt Lake,Natural,12,30
1/16/2016,Lookout Peak,Salt Lake,Unknown,2,125
1/15/2016,Two Dogs,Salt Lake,Skier,18,40
1/13/2016,Maybird Gulch,Salt Lake,Natural,10,40
1/13/2016,Cardiac Bowl,Salt Lake,Natural,,
1/12/2016,Emma Ridges,Salt Lake,Natural,6,50
1/11/2016,Dry Fork of AF,Salt Lake,Skier,14,100
1/11/2016,Wolverine,Salt Lake,Skier,,150
1/10/2016,Days Fork,Salt Lake,Skier,1,40
1/10/2016,Upper Days,Salt Lake,Skier,,200
1/10/2016,Red Baldy,Salt Lake,,,
1/10/2016,Crow Chute,Salt Lake,Skier,10,20
1/10/2016,Two Dogs,Salt Lake,Skier,13,
1/9/2016,Argenta,Salt Lake,Snowboarder,12,30
1/9/2016,Holy Toledo,Salt Lake,Skier,12,40
1/8/2016,Toledo Bowl,Salt Lake,Natural,10,
1/8/2016,Stupid Chute,Salt Lake,Natural,20,60
1/7/2016,Superior,Salt Lake,Skier,6,50
1/7/2016,Meadows,Salt Lake,Skier,2.5,50
1/7/2016,Little Superior,Salt Lake,Skier,12,50
1/2/2016,Murdock Pk,Salt Lake,Skier,8,200
1/1/2016,Little Water,Salt Lake,Unknown,3,250
1/1/2016,Cardiac Bowl,Salt Lake,Skier,6,
1/1/2016,Salt Lake,Salt Lake,Natural,,
1/1/2016,Honeycomb,Salt Lake,Skier,,500
1/1/2016,Cardiac Bowl,Salt Lake,,,
1/1/2016,Cardiff Fork,Salt Lake,,,
1/1/2016,Cardiac Ridge,Salt Lake,,,
1/1/2016,East Bowl,Salt Lake,Unknown,,500
1/1/2016,Mineral Fork,Salt Lake,Skier,5,50
12/26/2015,Rocky Point,Salt Lake,Skier,5,175
12/25/2015,Mineral Fork,Salt Lake,Natural,3.5,
12/25/2015,Argenta,Salt Lake,Unknown,3.5,250

12/24/2015,Silver Fork,Salt Lake,Natural,,
12/24/2015,Little Water,Salt Lake,Natural,2.5,150
12/24/2015,Little Water,Salt Lake,Natural,,
12/24/2015,Alta Ski Area,Salt Lake,Explosive,,
12/23/2015,Wolverine Cirque,Salt Lake,Natural,3,200
12/23/2015,Lake Martha,Salt Lake,Unknown,,350
12/23/2015,Dog Lake area,Salt Lake,Natural,,150
12/23/2015,Lake Mary,Salt Lake,Natural,5,
12/23/2015,Wilson Glade,Salt Lake,Unknown,2.5,500
12/23/2015,Dog Lake area,Salt Lake,Natural,,250
12/23/2015,Brighton Perimeter,Salt Lake,Natural,,
12/23/2015,Murdock Peak,Salt Lake,Natural,,
12/23/2015,Tuscarora,Salt Lake,Natural,,
12/23/2015,Evergreen Ridge,Salt Lake,,3.5,700
12/23/2015,Big West,Salt Lake,Natural,4,80
12/23/2015,Wolverine Peak,Salt Lake,Natural,,
12/23/2015,10420,Salt Lake,,,
12/23/2015,Stairs Gulch,Salt Lake,Natural,3,100
12/23/2015,Back Bowls,Salt Lake,Natural,,
12/23/2015,Meadows,Salt Lake,Natural,3,100
12/23/2015,Dougs Drop,Salt Lake,Natural,3,300
12/23/2015,Scotts Peak,Salt Lake,Natural,4,60
12/23/2015,No Name Bowl,Salt Lake,Natural,3,250
12/23/2015,No Name Bowl,Salt Lake,Natural,2,600
12/23/2015,West Willow,Salt Lake,Natural,,
12/23/2015,West Monitor,Salt Lake,Natural,,800
12/23/2015,South Monitor Bowl,Salt Lake,Natural,,
12/23/2015,Days Fork,Salt Lake,,,
12/23/2015,Rhino,Salt Lake,Natural,,
12/23/2015,10420,Salt Lake,Natural,4,"1,000"
12/23/2015,Powder Park,Salt Lake,Natural,7,100
12/23/2015,Mineral Fork,Salt Lake,,,
12/22/2015,Two Dogs,Salt Lake,Unknown,2,150
12/22/2015,Greer Mountain,Salt Lake,Skier,2,50
12/22/2015,Two Dogs,Salt Lake,Natural,2.5,100
12/22/2015,Brighton Estates,Salt Lake,Skier,3.5,40
12/21/2015,Monitors,Salt Lake,Natural,12,60
12/21/2015,Silver Fork Headwall,Salt Lake,Natural,12,35
12/21/2015,Brighton,Salt Lake,Snowboarder,2,30
12/17/2015,Dutch Draw,Salt Lake,Natural,2.5,200
12/17/2015,Radar Love Bowl,Salt Lake,Skier,3,100
12/17/2015,South Monitor Bowl,Salt Lake,Skier,4,"1,000"
12/17/2015,Scotts Bowl,Salt Lake,Snowboarder,3.5,200
12/17/2015,No Name Bowl,Salt Lake,Skier,2,125
12/17/2015,Gobblers,Salt Lake,Natural,,
12/17/2015,Gods Lawnmower,Salt Lake,Natural,,
12/17/2015,Cardiac Ridge,Salt Lake,Natural,3,200
12/14/2015,Bonanza Flats,Salt Lake,Unknown,12,50
12/12/2015,South Monitor Bowl,Salt Lake,Skier,8,60
12/6/2015,Montreal Hill,Salt Lake,Snowshoer,10,50

12/6/2015,Upper Days,Salt Lake,Skier,8,20
11/16/2015,Park City Ridgeline,Salt Lake,Skier,8,150
11/11/2015,Gunsight,Salt Lake,Skier,8,20
11/11/2015,Mt Baldy,Salt Lake,Skier,15,60
11/11/2015,Rocky Point,Salt Lake,Skier,6,15
11/11/2015,Park City Ski Resort,Salt Lake,Unknown,7,30
5/17/2015,Alta Ski Area,Salt Lake,Skier,,30
5/17/2015,Pioneer Ridge,Salt Lake,Snowboarder,6,15
5/17/2015,,Salt Lake,,,
5/10/2015,,Salt Lake,Skier,,
5/4/2015,Wolverine Cirque,Salt Lake,Natural,,100
5/3/2015,Red Pine Gulch,Salt Lake,Skier,6,30
5/2/2015,Little Cottonwood Canyon,Salt Lake,Natural,2,50
5/1/2015,Jaws,Salt Lake,Natural,3.5,100
4/27/2015,Kessler Peak,Salt Lake,Natural,,
4/26/2015,Pioneer Peak,Salt Lake,Skier,4,35
4/15/2015,Honeycomb,Salt Lake,Skier,12,25
4/15/2015,Patsy Marly,Salt Lake,Skier,16,70
4/15/2015,MacDonalds Draw,Salt Lake,Skier,,50
4/2/2015,Mill B South,Salt Lake,Natural,,
3/29/2015,Stairs Gulch,Salt Lake,Natural,3,100
3/25/2015,Cardiac Bowl,Salt Lake,Skier,12,50
3/24/2015,Tuscarora,Salt Lake,Skier,7,50
3/24/2015,Wolverine Cirque,Salt Lake,Skier,8,40
3/17/2015,Black Pearl,Salt Lake,Natural,,
3/16/2015,Cone Head,Salt Lake,Skier,2,40
3/15/2015,Park City Ridgeline,Salt Lake,Skier,,
3/8/2015,Session Mountains,Salt Lake,Skier,12,30
3/6/2015,Superior,Salt Lake,Skier,12,40
3/5/2015,Seagull,Salt Lake,Skier,2,40
3/5/2015,MacDonalds Draw,Salt Lake,Skier,2,50
3/5/2015,MacDonalds Draw,Salt Lake,Skier,2,50
3/5/2015,East Kessler,Salt Lake,Skier,2,150
3/4/2015,Butler Basin,Salt Lake,Skier,2,
3/4/2015,Bonanza Flats,Salt Lake,Skier,8,30
3/4/2015,Mongo no,Salt Lake,Skier,3,100
3/4/2015,Albion Chutes,Salt Lake,Skier,12,20
3/4/2015,Butler Basin,Salt Lake,Skier,2,200
3/4/2015,Ivory Flakes,Salt Lake,Skier,2,80
3/4/2015,Wilson Glade,Salt Lake,Snowboarder,2,150
3/4/2015,Argenta,Salt Lake,Skier,2,50
3/4/2015,Butler Basin,Salt Lake,Skier,2,
3/4/2015,Room of Doom,Salt Lake,Natural,3.5,200
3/4/2015,Upper Days,Salt Lake,Skier,2.5,25
3/4/2015,Home Run,Salt Lake,Skier,18,200
3/4/2015,Wilson Fork,Salt Lake,Skier,2,80
3/4/2015,Butler Basin,Salt Lake,Skier,2,
3/3/2015,West Monitor,Salt Lake,Natural,13,60
3/3/2015,Mill B South,Salt Lake,Natural,2.5,100
3/3/2015,Soldier Peak,Salt Lake,Skier,2,150

3/3/2015,Snake Creek,Salt Lake,Natural,3,"1,500"
3/3/2015,East Kessler,Salt Lake,Natural,12,100
3/3/2015,Mill B South,Salt Lake,Natural,3,100
3/3/2015,Mill B South,Salt Lake,Natural,2.5,50
3/3/2015,Mill B South,Salt Lake,Natural,3,100
3/3/2015,Mill B South,Salt Lake,Natural,3.5,125
3/3/2015,White Pine,Salt Lake,Natural,,35
3/2/2015,Bonkers,Salt Lake,Natural,,
3/1/2015,Eeeny Meeny Miny Moe,Salt Lake,Skier,,
3/1/2015,,Salt Lake,Skier,,
2/28/2015,South Monitor Bowl,Salt Lake,Skier,12,100
2/28/2015,Wilson Chutes,Salt Lake,Skier,6,200
2/28/2015,Banana Days,Salt Lake,Snowboarder,18,40
2/28/2015,Toots to Boot,Salt Lake,Skier,8,80
2/23/2015,White Pine,Salt Lake,Skier,8,30
2/22/2015,Grandview Peak,Salt Lake,Skier,12,50
2/22/2015,,Salt Lake,Skier,,150
2/21/2015,Twin Lakes Pass,Salt Lake,Skier,18,100
2/7/2015,Honeycomb,Salt Lake,Snowboarder,,10
2/5/2015,Highway to Heaven,Salt Lake,Skier,6,50
2/5/2015,Superior,Salt Lake,Snowboarder,,
2/5/2015,Dog Lake area,Salt Lake,Skier,4,5
2/4/2015,Scotts Peak,Salt Lake,Natural,,
2/4/2015,Suicide Chute,Salt Lake,Skier,12,10
2/4/2015,West Monitor,Salt Lake,Unknown,12,30
1/28/2015,Cardiff Fork,Salt Lake,Natural,,
1/26/2015,Preston peak,Salt Lake,Natural,6,60
1/25/2015,Meadows,Salt Lake,Snowboarder,6,50
1/25/2015,Superior,Salt Lake,Skier,,
1/24/2015,,Salt Lake,Skier,6,
1/24/2015,Days Fork,Salt Lake,Skier,2,5
1/19/2015,Murdock Peak,Salt Lake,Skier,14,25
1/17/2015,Mill Creek Canyon,Salt Lake,Skier,14,200
1/17/2015,10420,Salt Lake,Skier,8,50
1/17/2015,Lambs,Salt Lake,Skier,12,50
1/17/2015,Diving Board,Salt Lake,Natural,,60
1/16/2015,Little Water,Salt Lake,Skier,18,50
1/16/2015,Alexander Basin,Salt Lake,Skier,10,50
1/15/2015,High Ivory,Salt Lake,Natural,18,80
1/14/2015,Diving Board,Salt Lake,Natural,3,200
1/14/2015,South Monitor Bowl,Salt Lake,Natural,2,150
1/14/2015,Alexander Basin,Salt Lake,Skier,10,40
1/14/2015,Bonkers,Salt Lake,Unknown,,
1/13/2015,Cardiff Bowl,Salt Lake,Skier,5,30
1/13/2015,Toots to Boot,Salt Lake,Skier,12,60
1/12/2015,Summit Park,Salt Lake,Unknown,,30
1/12/2015,West Bowl,Salt Lake,Skier,16,50
1/8/2015,Bonkers,Salt Lake,Natural,,50
1/7/2015,Snake Creek,Salt Lake,Natural,12,70
1/6/2015,Toledo Bowl,Salt Lake,Natural,,

1/6/2015,Murdock Peak,Salt Lake,Skier,2,300
1/5/2015,Pfeifferhorn,Salt Lake,Natural,,100
1/4/2015,,Salt Lake,Skier,2,200
1/3/2015,Snake Creek,Salt Lake,Unknown,3,125
12/29/2014,Kessler Slabs,Salt Lake,Skier,3,250
12/27/2014,Wilson Glade,Salt Lake,Skier,3,100
12/26/2014,Dutch Draw,Salt Lake,Skier,2.5,300
12/26/2014,Dutch Draw,Salt Lake,Skier,2.5,300
12/25/2014,Moonlight,Salt Lake,Natural,,
12/25/2014,Dutch Draw,Salt Lake,Unknown,,200
12/24/2014,,Salt Lake,Skier,2,100
12/23/2014,Snake Creek,Salt Lake,Snowmobiler,,
12/22/2014,East Bowl,Salt Lake,Skier,2,40
12/22/2014,West Willow,Salt Lake,Skier,12,"1,500"
12/22/2014,Murdock Peak,Salt Lake,Skier,22,
12/22/2014,Guardsman Pass area,Salt Lake,Snowmobiler,,
12/22/2014,South Monitor Bowl,Salt Lake,Natural,18,250
12/22/2014,No Name Bowl,Salt Lake,Natural,16,125
12/22/2014,South Monitor Bowl,Salt Lake,Natural,14,200
12/22/2014,Pointy Peak,Salt Lake,Unknown,20,200
12/21/2014,Twin Lakes Pass,Salt Lake,Natural,7,50
12/21/2014,Twin Lakes Pass,Salt Lake,Snowboarder,10,80
12/21/2014,Reed and Benson Ridge,Salt Lake,Natural,,
12/21/2014,White Pine,Salt Lake,Skier,12,50
12/21/2014,Dutch Draw,Salt Lake,Natural,2,200
12/21/2014,Bear Trap,Salt Lake,Natural,12,60
12/21/2014,Twin Lakes Pass,Salt Lake,Natural,12,80
12/19/2014,No Name Bowl,Salt Lake,Skier,10,20
12/15/2014,Little Superior,Salt Lake,Skier,6,20
12/11/2014,Mongo no,Salt Lake,Skier,14,50
11/29/2014,Birthday Chutes,Salt Lake,Snowboarder,2.5,50
11/27/2014,Pioneer Ridge,Salt Lake,Skier,2,50
11/26/2014,Sunset Peak,Salt Lake,Skier,2.5,900
11/26/2014,Rocky Point,Salt Lake,Skier,,
11/26/2014,Catherine's Pass,Salt Lake,Skier,2,
11/26/2014,Hide A Way Park,Salt Lake,Unknown,,
11/26/2014,Grizzly Gulch,Salt Lake,Skier,6,150
11/26/2014,Cardiac Ridge,Salt Lake,Natural,3,60
11/24/2014,Scotts Bowl,Salt Lake,Skier,2.5,200
11/23/2014,Days Fork,Salt Lake,,20,500
11/23/2014,West Monitor,Salt Lake,Skier,18,700
11/23/2014,No Name Bowl,Salt Lake,Skier,18,800
11/23/2014,South Monitor Bowl,Salt Lake,Skier,18,200
11/23/2014,Scotts Peak,Salt Lake,Skier,,200
11/23/2014,Patsy Marly,Salt Lake,Skier,2,150
11/23/2014,Park City Ridgeline,Salt Lake,Skier,3,70
11/23/2014,10420,Salt Lake,Snowboarder,18,200
11/23/2014,Scotts Bowl,Salt Lake,Skier,3,500
11/23/2014,Twin Lakes area,Salt Lake,Skier,2.5,
11/23/2014,Cardiff Peak,Salt Lake,Skier,18,

11/18/2014,Cardiac Ridge,Salt Lake,Natural,18,100
11/15/2014,Sugarloaf,Salt Lake,Natural,16,400
11/15/2014,Mt Baldy,Salt Lake,Natural,,
11/15/2014,Davenport Hill,Salt Lake,Skier,18,200
11/15/2014,Rocky Point,Salt Lake,Natural,18,50
11/15/2014,Catherine's Pass,Salt Lake,Natural,12,20
11/15/2014,Catherine's Pass,Salt Lake,Skier,18,50
11/15/2014,Gunsight,Salt Lake,Skier,,
11/15/2014,Catherine's Pass,Salt Lake,Skier,12,60
11/15/2014,Corner Chute,Salt Lake,Skier,12,350
11/15/2014,Pioneer Bowl,Salt Lake,Natural,10,800
11/15/2014,Devils Castle,Salt Lake,Natural,14,250
5/27/2014,Big Cottonwood Canyon,Salt Lake,,4,300
5/19/2014,Big Willow,Salt Lake,Natural,6,300
5/18/2014,Park City Ridgeline,Salt Lake,Natural,4,300
5/2/2014,Deseret Peak,Salt Lake,Natural,,
4/29/2014,Red Pine Gulch,Salt Lake,Skier,8,175
4/29/2014,Wolverine Cirque,Salt Lake,Skier,12,40
4/28/2014,Park City Ski Resort,Salt Lake,Skier,6,50
4/28/2014,West Bowl,Salt Lake,Unknown,18,50
4/28/2014,Patsy Marly,Salt Lake,Skier,18,250
4/28/2014,Brighton,Salt Lake,Skier,15,60
4/28/2014,Scotties Bowl,Salt Lake,Skier,15,150
4/28/2014,Cardiff Bowl,Salt Lake,Skier,14,40
4/28/2014,Days Fork,Salt Lake,Skier,14,400
4/28/2014,Patsy Marly,Salt Lake,,15,50
4/27/2014,Monitors,Salt Lake,Unknown,3,100
4/27/2014,Little Superior,Salt Lake,Skier,8,100
4/27/2014,,Salt Lake,Skier,,
4/27/2014,Tuscarora,Salt Lake,Skier,,100
4/12/2014,Oquirrh Mountains,Salt Lake,Natural,18,300
4/11/2014,Superior,Salt Lake,Natural,,
4/11/2014,Stairs Gulch,Salt Lake,Natural,3,50
4/11/2014,Holy Toledo,Salt Lake,Natural,2,900
4/11/2014,Broads Fork,Salt Lake,Natural,,
4/10/2014,Room of Doom,Salt Lake,Natural,,
4/9/2014,Little Cottonwood Canyon,Salt Lake,,,
4/7/2014,Superior,Salt Lake,,,
4/7/2014,Cardiff Pass,Salt Lake,Skier,8,30
4/7/2014,Little Cottonwood Canyon,Salt Lake,Natural,,
4/7/2014,Limber Pine,Salt Lake,Skier,16,40
4/7/2014,Pfeifferhorn,Salt Lake,,10,100
4/2/2014,Banana Days,Salt Lake,Skier,18,70
4/1/2014,Cardiff Pass,Salt Lake,Skier,12,100
4/1/2014,Little Water,Salt Lake,Skier,6,30
4/1/2014,Gods Lawnmower,Salt Lake,Skier,8,30
4/1/2014,Wolverine Cirque,Salt Lake,Skier,12,200
4/1/2014,Patsy Marly,Salt Lake,Skier,12,80
3/31/2014,Reynolds Pk,Salt Lake,Skier,12,100
3/31/2014,Scotties Bowl,Salt Lake,Natural,10,100

3/29/2014,Lake Peak,Salt Lake,Skier,12,60
3/29/2014,Coalpit,Salt Lake,Skier,,
3/29/2014,Bonkers,Salt Lake,Natural,,50
3/29/2014,Mineral Fork,Salt Lake,Skier,18,40
3/29/2014,Banana Days,Salt Lake,,8,10
3/28/2014,West Monitor,Salt Lake,Natural,,50
3/28/2014,West Desolation Ridge,Salt Lake,Skier,18,45
3/28/2014,Room of Doom,Salt Lake,Skier,22,50
3/27/2014,Dutch Draw,Salt Lake,Snowboarder,10,200
3/27/2014,White Pine,Salt Lake,Natural,14,200
3/27/2014,Wolverine Cirque,Salt Lake,Skier,12,50
3/27/2014,Pink Pine,Salt Lake,Skier,8,50
3/27/2014,Superior,Salt Lake,Skier,16,60
3/27/2014,Pioneer Ridge,Salt Lake,Skier,10,50
3/27/2014,Silver Fork,Salt Lake,Skier,15,100
3/27/2014,Squaretop,Salt Lake,Snowboarder,10,20
3/27/2014,Lake Peak,Salt Lake,Natural,10,175
