Date,Area,Depth,Width,Dangerous
1/13/2018,Grizzly Gulch,2.5,100,TRUE
1/13/2018,Banana Days,1,200,TRUE
1/12/2018,Banana Days,2,250,TRUE
1/11/2018,Georges Bowl,2,100,TRUE
1/11/2018,West Desolation Ridge,1.5,250,TRUE
1/11/2018,West Desolation Ridge,1.3333333333333333,200,TRUE
1/11/2018,Red Pine Gulch,2,80,TRUE
1/10/2018,Claytons,1.1666666666666667,1000,TRUE
1/10/2018,Grizzly Gulch,1.5,20,FALSE
1/10/2018,Twin Lakes Pass,1.5,150,TRUE
1/10/2018,Two Dogs,1,1000,TRUE
1/10/2018,Radar Love Bowl,2,150,TRUE
1/10/2018,Days Draw,2,300,TRUE
1/10/2018,10420,1,100,TRUE
1/10/2018,West Monitor,2,1500,TRUE
1/10/2018,No Name Bowl,1.6666666666666667,125,TRUE
1/9/2018,Meadows,1.0833333333333333,100,TRUE
1/7/2018,Cardiff Peak,2,40,FALSE
1/7/2018,Porter Fork,2,150,TRUE
1/7/2018,Main Days,1,20,FALSE
1/7/2018,Red Pine Gulch,1,15,FALSE
12/29/2017,Honeycomb,1.6666666666666667,40,FALSE
12/28/2017,Squaretop,2,50,FALSE
12/28/2017,Park City Ridgeline,1,175,TRUE
12/27/2017,Evergreen Ridge,1.25,400,TRUE
